Year,Season,blueTeamTag,bResult,redTeamTag,gamelength,game_id
2015,Summer,SKT,0,kt,45,8ddd56cf-6062-4f70-b440-2b7d3aed2f6d
2016,Summer,NRG,1,P1,40,76050c20-e2aa-42c1-a8af-c1faeb90e0cf
2015,Summer,NR1,1,A,35,c980a86a-51bb-4f0e-addc-02426d67072b
2015,Summer,KOO,1,ANC,43,3b385bdd-44bc-45c1-8b22-bd88ee19c17a
2016,Spring,HKE,1,XG,35,bab8e8ae-c9c3-4b58-a889-cfe3846f0314
2016,Summer,TL,1,APX,33,5e005528-0509-47a8-a17f-4f1280be759b
2016,Spring,CLG,0,IMT,33,08c30a54-1e93-45e0-87ae-ccb73a053632
2016,Summer,XG,0,MSE,55,a55a955a-d676-4b7f-8be3-a864f010a469
2016,Summer,FOX,0,NV,41,89d3f69e-49d0-4fee-a8bf-abd143a42986
2016,Spring,BJK,1,CLK,42,acac5371-b64b-4b58-9b8c-e73b6e371537
2015,Spring,SKT,1,EDG,34,c7f6cafa-bd28-4f35-8216-a85fc2b87602
2015,Summer,NJF,1,SSB,34,feee8914-a063-4ed3-9d5d-06c200727241
2016,Summer,ESC,0,ROX,29,9ada9dfe-a2fa-444c-9447-dd944c369b44
2014,Summer,NWS,1,C9,30,38d0ef63-5b3f-4c8b-8a5e-bde38d17c2a6
2016,Spring,SUP,0,HWA,32,d179ab3c-e276-4c3d-83ad-fcf2de877e4a
2016,Summer,TSM,1,APX,39,8fed4a2e-64a5-4ead-aad0-8801e95dacbe
2016,Spring,NV,1,ROX,37,9dde01a7-d23d-4cbe-aac5-94a7be6b84cc
2016,Summer,CRW,0,HWA,42,33844eb1-745b-482f-9f03-fee6e2e2bd86
2015,Spring,TSM,1,WE,30,ec09e81f-f191-46ec-86ce-d5db908fa1ce
2015,Spring,TT,1,BPI,24,731fe4ee-0fe9-434d-9bbe-5c982df989bf
2016,Spring,TRI,1,AV,34,043099d2-0657-4804-9b96-12be06bad44a
2016,Spring,DP,0,BJK,70,dca47eaa-2276-4567-b47c-a4f98ed78c49
2016,Summer,ahq,1,HKE,50,ba06c4fb-ffb8-4b37-9c06-dea93c17fd7e
2016,Spring,LZ,1,JAG,57,e7008d7f-7138-48a1-9ce9-846c82169732
2015,Summer,Prime,0,Xenics,50,9c868c50-2d4e-463a-ae2e-723d0c902174
2015,Summer,TSM,1,NME,35,eb40069c-7687-45cf-9ff7-ed25c3230913
2016,Summer,S04,1,OG,41,1c67a60c-86c6-45d5-b6da-f2cb62945d7d
2016,Spring,TRI,0,LGC,27,8179adf9-bd46-4d72-93f8-e3c2dc5a3f5a
2015,Spring,SKT,0,EDG,30,c6ab8340-af25-46e1-a197-85b68e82b379
2016,Summer,FNC,0,UOL,36,dccd32d0-80ac-4f04-91b4-87ddb91a9aab
2016,Summer,TSM,1,P1,25,66d9b371-399a-4f11-9809-6295a912e6dc
2015,Spring,DD,0,RG,33,6aaff1e0-e998-497f-95eb-70b55d962c84
2016,Spring,DW,0,SIN,36,a3bdd18f-b643-4bb2-b2b9-928b4e59ae07
2015,Spring,DIG,0,CLG,35,32afde54-9f38-4fcc-b216-49c37e21fefa
2016,Summer,ANX,1,ROX,26,87501db6-63cb-4296-b7ce-165514cfddb4
2015,Summer,SSG,1,ANC,39,bb771e84-5ffc-4667-a65f-05e6ecf5dc23
2015,Spring,F5,0,FSN,40,172d17f8-0e94-4cf2-b812-a3b458c397e0
2016,Summer,ESC,0,JAG,59,ab62905c-90bb-4126-84c0-702dad0afb7c
2015,Summer,DIG,1,QG,30,8d031c7d-b893-4446-b63c-119c80f4a7b1
2016,Spring,AFs,1,SKT,36,8d28743e-b935-4fff-aecb-4cda27f6da96
2016,Summer,SIN,1,HLN,33,05a6cfdf-f675-40ee-a579-606b1ac06a1d
2016,Spring,TPA,1,CGE,22,7b5696c4-eda0-4366-85cf-92995c0923cf
2016,Summer,SPY,0,UOL,34,d4a855a1-a88d-46c4-9276-edcec00d57ef
2016,Summer,BGG,0,CNB,52,a85f9e43-5d02-4697-8b51-5aa0a159ebf0
2016,Summer,AFs,0,JAG,47,7729102b-187c-4aef-8de7-408f11e7b86a
2015,Spring,CW,1,FNC,49,123f5367-b681-4bf3-bc7b-7f0c1c38721c
2015,Summer,SK,1,EL,48,949c7cb6-2d0d-4837-afc1-059240247507
2016,Spring,OG,0,TSM,33,df0102cf-5294-4a34-a597-8f6d08134abd
2016,Summer,UOL,1,GIA,41,5e703643-6488-4e24-80e3-c3687e8fb2ad
2015,Spring,HWA,0,DP,40,c983d845-59cf-4a0e-8bb1-94228f322db6
2015,Summer,LGD,0,TSM,41,01168dea-7132-494c-8389-aa8dfc06ad9d
2015,Spring,T8,0,TL,35,136ea9b0-1974-4e8f-bc11-d3c1b35b39fe
2016,Summer,OG,1,S04,46,13d8da99-a014-48f9-94a4-225d9bcd934e
2015,Summer,NJE,1,LZ,38,f2cea97e-467e-4dc3-afab-983f35eb6639
2016,Spring,TSM,1,CLG,35,afc18b7f-0361-43a8-886f-93a8c8ecf33b
2016,Spring,TRI,0,SIN,45,9b27f1a9-8f0b-4f29-9616-be3ba80677a9
2016,Summer,SSG,0,kt,37,6c37dd96-3d83-4f65-8257-a1586b741830
2016,Summer,DP,1,AUR,36,1a82287f-572b-441a-9a2c-c14168231952
2016,Summer,ESC,0,LZ,39,1883ee4d-8acb-4277-9169-201e54257546
2015,Spring,T8,1,TIP,49,0fac15ea-6949-4b97-9a11-caed2171773b
2016,Spring,TPA,0,ahq,47,61339c76-2332-4350-88bb-1d5bdcaeeafd
2016,Spring,AFs,0,JAG,62,10d4899e-1333-40c2-b4e1-fa5405751dd0
2015,Summer,CLG,1,DIG,33,da6cadfd-f19f-4072-b945-fbdaf274dee7
2016,Spring,DFM,1,7h,39,5e651fa0-0435-4209-852a-9443054a9ac3
2016,Summer,UOL,1,INTZ,26,f999b874-adfa-4d33-88cc-fb08d90c23ba
2016,Spring,AV,1,INF,32,8fa1778e-865c-4300-bfa6-cb185a04f3f8
2015,Spring,RG,1,SKP,43,70f01ceb-8c2e-4798-9a6f-45532689554b
2016,Spring,7h,0,CRJ,46,e20d60de-b69c-4e56-9788-3a523bb3b720
2015,Spring,FSN,1,NME,34,2dbdb7d0-fc65-45f7-8f3b-73e75bc86a26
2015,Spring,A,0,HWA,43,16b6f807-621e-4c0f-b101-8c0f63022947
2016,Spring,SSB,0,CJ,40,881ca41b-c6ae-4e0d-800f-6c6f834783ff
2016,Summer,APX,1,NRG,39,c0d23ff3-a62a-4b75-8f75-35bf20155c51
2015,Summer,TIP,1,TSM,40,7ca4c354-5d0d-4ccb-8a38-d8c1e8fab3d6
2016,Spring,VEG,1,HR,27,8411fd8a-cf62-4f8b-906b-c4255074e20f
2015,Spring,NR1,1,ZONE,32,236897be-d91b-4f30-a115-4d6f963bca09
2016,Summer,OG,1,ROC,39,1a0a3da1-fedb-4e51-8055-8ff3e01c18e6
2016,Summer,NV,0,C9,43,71ae404a-0592-4fb6-bdc2-c1bae20a1a7f
2016,Summer,PNG,0,CNB,53,e0302f9a-c809-4f08-97fb-8d96e4730e43
2015,Summer,FW,1,TPA,44,8d0441cf-2963-4cc0-bf76-4e7a76c09983
2016,Spring,FNC,1,EL,30,61bbe4ed-a587-4076-b7b2-3a6c3192b42e
2016,Summer,APX,0,P1,28,b4aea709-e38a-4bad-b6a7-de3666ef274c
2016,Summer,AUR,1,BJK,50,c23ca9c9-cae6-4218-89a4-95b162afca90
2016,Summer,UOL,1,OG,29,b03579c2-d8aa-4194-ad22-33dbe5ce30b8
2015,Summer,TT,0,OHM,33,18be0c9d-2a44-46c6-9dca-1eb48696712d
2015,Spring,CST,0,GV,39,13d618a5-3771-440d-8819-9df3c60c10ea
2016,Summer,GMB,1,JST,36,3aa955be-56fe-4c46-be7b-d7fd11c7532f
2016,Summer,EDG,1,AHQ,42,f0e79498-0d55-4ff7-aa45-ac60d0e47932
2015,Summer,LZ,0,NJE,44,87a9cdc2-c84b-4b97-92de-7e11959bbe08
2016,Spring,TL,1,TSM,30,90188507-ffa1-4a09-8773-bf601afda76f
2015,Summer,FW,1,LGS,39,7f4a2815-c2db-4185-ac25-d259e919c14e
2015,Spring,GV,1,DIG,52,1ab39a84-63ac-48af-bf00-e27293ff9360
2016,Summer,FNC,0,G2,40,da41518a-0a0b-4733-8f68-12e693cadfb2
2016,Summer,HWA,0,DP,43,f1b54686-1b88-4df1-bf95-9eae1a5cbafc
2015,Summer,KT,1,LGD,40,552b9250-1543-4f4e-abfd-7af4782655fd
2016,Summer,SIN,0,TM,36,f405e178-04b8-456e-8d56-43a27d222f05
2016,Spring,TSM,0,SKT,26,bed7595f-c3b4-4c01-89b1-a519a418361d
2015,Summer,SK,0,GMB,30,0f042fae-60ab-4252-98ea-989052a9aa8b
2016,Summer,FW,1,MSE,33,7a14555c-780a-43d2-8c91-efdcbbeeee13
2016,Spring,EMF,1,SKT,33,0e2570d5-7492-4699-99c1-22939a93b521
2016,Spring,JAG,1,AFs,36,151736f6-e06f-4e6a-8c6a-919c5b3279fc
2016,Summer,OG,1,S04,41,68e8681d-9f5b-49f9-9bd5-d13f2cd9907f
2016,Spring,CJ,1,SSB,47,8fc00b78-98b7-4667-8df6-229da72c945a
2016,Summer,IMT,1,CLG,27,6b3ce8d2-4efc-42be-b9aa-97567eb689b7
2015,Summer,OG,0,ROC,47,5989ac22-a078-478b-8ca3-182476b49c3e
2015,Summer,CLG,1,TIP,44,b1a5a8fe-ec03-4d72-adf5-e86dfa15946b
2016,Summer,SPY,1,RNG,37,4bfff9f1-3ea4-4206-a42d-f54968177187
2015,Summer,ANC,0,KOO,42,bc9bb1d0-38ff-4e3f-808c-2b4a19c63c25
2015,Summer,PNG,1,CLG,34,465f98f4-be06-4ee3-9647-68d12986b3f9
2016,Summer,G2,1,VIT,36,e81f0db3-7b22-45c3-8e83-6958c1696c38
2016,Summer,AE,1,CHF,37,40b31b41-90cc-4397-a8db-d373fec077cb
2016,Summer,UOL,1,GIA,29,727905f1-2663-4183-993e-1e8dfd4942a3
2016,Summer,APX,1,CLG,37,3be93eb6-1ddc-4176-ad77-e8bd0cc58788
2016,Spring,ROX,1,EMP,47,5b01de38-202e-44d3-bda2-ca14295d5d86
2016,Spring,H2K,1,OG,29,2b3e080d-e6a1-4b95-b7e0-382b8abbf0b7
2015,Summer,MSE,1,AS,56,f0c33bc0-ad6c-4996-a8e6-31de9ab139b0
2015,Summer,SKT,1,LZ,30,fb3bc3b0-c8b2-44ac-9c93-8d383c9e2b19
2016,Spring,SKT,1,TSM,30,a6fd4fe8-51d6-43be-b3f2-35724e7be52c
2015,Summer,C9,0,CLG,51,3ccf1e18-9727-4d47-8783-517a27a9fe6f
2015,Spring,CJE,1,SSG,34,3d403355-7eca-4e13-af62-15379f50f753
2015,Summer,JAG,1,SSG,36,6d7eba4b-8b68-4286-879c-7e53959a231a
2016,Summer,OPK,0,CNB,49,f6f3c47d-d909-42e5-9402-5b023b28aa2f
2015,Summer,H2K,1,GIA,29,73d21f22-d805-402f-8bbe-85decf933598
2015,Summer,NR1,0,BJK,36,b7197951-1acb-433d-a541-b47499918e43
2016,Spring,NRG,0,TL,32,3c180287-5145-4c7e-a342-7964dfc3d6d5
2015,Spring,GMB,1,SKP,37,eaac3abd-4de9-40dd-b309-f4f7ac3e2930
2016,Spring,RNG,0,FNC,24,60c4c329-2bc3-42b9-8aa0-df09a7c768e1
2016,Summer,JT,1,M17,33,606f64cf-0dc6-4f63-a464-efa94fb26ef0
2015,Summer,UOL,1,CW,28,a18496f3-bd1e-49df-bebf-010e971c1ae9
2016,Summer,SPY,1,GIA,31,b57d1555-f0dc-48e7-ba05-8dbcf3592e7b
2016,Spring,SUP,1,CLK,32,9bd7f881-9569-4f85-b186-aba61f2d7a92
2016,Summer,TL,1,FOX,28,d006b8c3-2ad4-441d-817f-1c678e630f7b
2016,Spring,TRI,1,INF,39,5b00dd8b-2b8b-4261-ae93-6dde7fbab725
2016,Summer,RED,1,KBM,56,9b80dd31-3d61-4862-bf1c-1f499245c6ca
2016,Spring,SKT,1,FNC,23,aa937edc-2cf3-4748-b3c1-462f8e290135
2016,Summer,HKE,1,XG,42,8458130b-9f95-4588-af8f-b952570266b1
2015,Spring,H2K,0,FNC,32,03454788-02de-432f-8ab6-fe915977b466
2016,Spring,M17,1,TPA,34,8aee20c1-3126-48f8-a8f8-cf63d6bca7e1
2015,Spring,PRO,0,CST,29,4a4a578a-cd90-45e0-aece-91c034976c5b
2016,Spring,TPA,1,MSE,42,19bac454-34a6-4608-b692-99487aa0bb7c
2015,Summer,SKT,1,ANC,32,4927ee82-356c-4563-9750-211e6f895188
2016,Summer,CLG,0,IMT,34,28f27e3a-664b-4dde-b9d7-b78c7746a186
2016,Summer,FOX,1,NV,43,f88ed7b7-668d-46c6-890d-fe69eaed06f9
2015,Summer,CLG,1,TSM,35,e9dcd7cf-b5b1-4fa3-bc5b-924b3a7aae05
2015,Summer,ANC,1,SSG,40,86912791-688a-40d9-b3e6-0f8edcf04312
2016,Summer,SKT,1,MVP,37,927368a9-da5d-4165-8e49-438157139601
2015,Summer,SSG,0,CJE,50,5beab1a3-26fd-45cd-9d48-57628981ddfe
2015,Spring,HWA,1,BPI,34,23caeea9-626f-4469-9dee-1be193cf119e
2016,Spring,BJK,0,SUP,26,16ca9849-725a-4543-a272-3bcd3f72b40f
2016,Summer,HLN,0,LGC,26,f11e1dab-ff58-4237-ab0b-21f382a7386b
2016,Spring,DW,1,LGC,32,0b653c46-fb2d-4307-a69f-1c5c66915973
2015,Summer,TDK,0,T8,52,d1823960-73e0-41a5-9838-a09574e6b716
2016,Spring,kt,0,JAG,56,5d4d19a1-511f-400a-94aa-6ebdee396633
2015,Summer,GV,0,TIP,35,edf77696-cd3f-4f5e-9b9d-5382af36a187
2016,Spring,VS,0,HR,42,b708c9dd-c753-47ca-9f92-4cc30a9ac454
2016,Summer,SSG,1,TSM,46,53f84da0-0245-4789-9371-8b1339b95af8
2016,Summer,APX,1,TL,38,0bf7cbc8-e4aa-4215-9ce3-c6310ed128d3
2015,Summer,UOL,0,ROC,60,66af8394-e9f7-46e1-9591-a7aecdb880e3
2016,Spring,FOX,0,C9,29,542e70d9-b0cc-4f3f-bfad-f793ad6c265a
2015,Spring,DP,1,HWA,31,43c85a57-6d5c-4b0c-a254-07ced50f9c48
2015,Summer,ahq,1,FW,36,e96e9197-b310-40f9-a985-110009a9ff7f
2015,Spring,TIP,1,CST,40,1615dca7-3548-4551-a1b0-f2ef10129e96
2016,Summer,kt,1,ROX,40,33518416-6f4b-439f-8e92-ce771f8ea21e
2016,Summer,,0,,42,fa739946-c09f-4202-a958-69b173454e17
2016,Summer,ROX,0,VS,53,2f5d47f6-6c5d-4e48-b549-b92f442e2d02
2016,Summer,FW,1,ahq,38,828b34ad-85ef-4ee6-838b-2e84cdf965ae
2015,Spring,IM,1,SSG,38,ebfd5c6c-95ce-4646-9a94-2be6588707e2
2015,Summer,QG,1,ESC,41,bb096918-e08d-4d2b-bd33-dadda23238b4
2015,Summer,HKE,1,FW,49,cba17ff7-ef24-4245-9554-06be8fa179c2
2016,Spring,SSG,0,LZ,34,105b162f-15df-4b2e-8bc7-0dfe08bbdc0c
2014,Summer,SHR,1,OMG,34,f8531734-df18-4aad-ade4-02fcea76be9b
2016,Spring,ROX,1,CJ,27,372ec2dc-fc29-4dbf-861c-21de78a4171c
2015,Summer,SSB,0,SSG,41,4ec09714-10da-4178-abe2-be2f511c5d98
2015,Summer,FNC,1,SK,44,7d9fcaa3-6aa0-442f-950c-be1d24955b12
2016,Summer,ROC,0,VIT,29,284d91bf-656d-4ca2-997b-972d2cbade59
2016,Spring,PNG,1,KBM,50,178be4ce-020f-4c8a-83e7-24e0f373b251
2016,Summer,AFs,0,JAG,41,8b8f62ec-875e-487e-a551-542171040d9f
2015,Spring,GIA,0,EL,38,e8d8d8d8-130b-49bf-9e86-605f948c13e4
2016,Summer,,1,,34,62aa3ca8-bd8c-4f6c-9cbd-ce866075d8e7
2015,Spring,WE,0,TSM,27,238f291f-71dc-4a9d-89c0-961355d2f609
2015,Summer,H2K,0,OG,36,f52b735f-e1f2-4b01-9db6-8e4ad80f75e5
2016,Summer,C9,0,SSG,39,7a7b061b-1cb2-4c3a-ae6c-36496a1881a3
2015,Summer,CLG,0,OG,39,7af73135-5522-4040-acf6-a55869136ddf
2016,Spring,ITZ,1,KBM,43,2b5c8c04-fdda-44c5-b38f-cc3f2b96709d
2015,Spring,SK,1,ROC,40,2d09b92f-5a65-492a-a85a-a2ed7526e66b
2015,Spring,DoR,0,LOG,32,80eb32bc-9aa1-4347-b5ad-fc9406d17748
2015,Summer,FNC,1,UOL,27,d98eaf8c-1818-4c2e-a157-7494a78236e7
2016,Summer,SKT,1,kt,42,6a078303-733d-40bd-bc3d-9111da8aa3ec
2016,Spring,HKE,1,ahq,31,2a504003-dfd9-4b08-885c-5baa1378f891
2016,Summer,JAG,1,ESC,56,e9b4b6cc-572d-4fe8-b985-c6cd77e47ca9
2016,Summer,M17,0,ahq,37,af077628-db3d-4f97-a8b4-193352fef22b
2016,Summer,P1,0,TL,27,f42f6252-3181-4548-9ea6-7d6249626398
2016,Spring,SKT,0,kt,44,b2902086-1256-4326-a6ec-b6df76e452f5
2016,Summer,APX,0,P1,37,295c23cd-396a-4cf8-8b25-29f4ef7e3c1b
2016,Summer,C9,1,APX,31,8eaa8962-42b7-48e7-adad-cff94fab9add
2016,Summer,CLG,1,IMT,52,1b186cf2-bca5-4bff-aa14-19d75697d023
2015,Spring,DP,0,BJK,33,3a54159b-7b4b-44b0-b62d-3a6c7a3ef2d5
2016,Summer,APX,1,TDK,45,8c6e5453-d99c-4658-91a1-7d4cb5538f50
2015,Summer,SKT,1,KOO,36,0ceadf41-1123-4544-9e66-223422f1046f
2016,Summer,UOL,0,FNC,26,3183e9ce-4701-4ffa-a854-953e29d0bf65
2016,Summer,SIN,0,AV,32,739751ba-b0bc-4f0e-b93e-a7785ac993e3
2016,Spring,LGC,1,CHF,31,24fdef64-1427-476c-ba93-c96059f125e0
2016,Spring,VIT,1,FNC,33,fa025ef2-b459-4bc3-aaaa-ad4807ba2723
2016,Spring,G2,0,H2K,35,6bd8fd3c-697f-4615-a6b2-7659027398ae
2016,Spring,DW,0,CHF,26,a34e4757-cb94-4d3b-83bf-a82dfd94944e
2015,Summer,SKT,1,SSB,58,e74db461-e17b-48f5-9e2e-d6ea7bf4bdd2
2015,Summer,AS,1,MSE,44,3a3fe3da-9810-40a5-9150-b4661fb68d3d
2016,Spring,HLN,0,INF,34,2e9567b7-3bc4-4ac5-99d7-69b10731efec
2014,Summer,SHR,0,OMG,30,044808b9-c8f8-4e19-b925-3a728cb8c7dc
2016,Summer,TSM,1,NRG,28,d46e0f99-1e6f-4c74-8662-6be984f56b16
2016,Summer,MVP,0,SSG,54,51714eb5-0aac-4a0c-be9d-2d748576c9e1
2015,Summer,AS,1,LGS,31,d9891600-bc6d-4a3b-932c-b3c3b2e8b553
2015,Spring,CJE,1,IM,47,580ed663-768a-4ed4-b0d5-cb56623904ea
2014,Summer,TSM,0,SSW,41,73a06abf-1bc1-4c8f-b79d-d27015f1249c
2016,Spring,SSB,0,AFs,43,494ecb75-a04f-4aac-8afb-3ccd3dff3099
2015,Spring,SK,0,H2K,39,60495bcf-9d07-4e2b-ab6b-b9c41107840b
2016,Summer,TM,1,SIN,43,8d4bec13-f62d-458c-ab44-cb4a4809bfa6
2016,Spring,HLN,0,LGC,23,301d5046-0ed6-499c-88b4-bc77a31cf0fa
2015,Summer,AS,0,FW,39,a4253ac9-ad01-4c5a-bb33-3c44703852e3
2016,Summer,BGG,0,PNG,31,f8914eed-5dc0-429b-8647-87b6641d942d
2016,Summer,CNB,1,VFK,40,9b11fe59-4656-4bb2-ad7a-7908f3b749d1
2016,Spring,INF,0,AV,40,98708f5c-f568-4edb-8bbd-a26976e38b78
2016,Spring,HWA,1,TT,42,46d0c27c-5432-4a78-a3f3-9f4efac2bb9d
2016,Summer,CHF,0,LZ,49,6f293fd4-7427-421b-b995-2f8a7843f3d7
2016,Spring,NRG,1,TL,35,0e730b82-8f20-4bef-a045-351e0e758fb4
2015,Spring,TPA,0,ahq,61,b975072f-5327-4b4d-b3ed-ca4ea0cdab97
2015,Summer,OG,0,FNC,33,33c0ebc9-3289-4149-9595-0b2a6d7c3711
2015,Spring,CLG,1,CA,45,467e06a5-5585-4994-8405-b8b10ccaa4f2
2016,Summer,TL,1,NRG,37,45676c40-7541-4af9-be09-cfbe4f11d28d
2016,Summer,G2,0,VIT,49,65b31378-9d7a-4200-b580-51425a3f680c
2016,Summer,SPY,1,ROC,36,f080ad34-b030-47ee-8b9d-445f2a835a00
2015,Summer,SSB,0,LZ,43,b3ec8023-b316-4a2e-b886-b4ee266e19ff
2015,Summer,BJK,0,DP,42,ec46d1dc-39de-4fc9-a7a8-f67dfc49c9f3
2016,Summer,SUP,0,BJK,33,1cb4ac4f-76f4-4c2c-a418-65a88319a4c3
2016,Spring,TPA,1,HKE,25,b03e7b5f-0b98-4fb7-a3e0-d17e17b1ed4a
2015,Spring,CST,0,C9,34,f26ed5c4-1223-4329-a78e-9faaca712fad
2016,Summer,JT,1,ahq,38,820d1ace-2665-4283-95bf-44d480bcb3ed
2015,Summer,SSG,0,kt,44,eae81cfd-ae49-430b-8641-f9d0710816e6
2016,Spring,HLN,1,INF,44,e9f6b0c6-713f-411f-b2a8-f38051996e6f
2015,Summer,NME,0,DIG,32,f58ced68-9ffb-4afb-9769-61c0fab65fd6
2016,Summer,NRG,1,FOX,49,d1b4ecf2-93e9-4c2e-a45c-bc8399e1554e
2015,Spring,DIG,0,TSM,36,3c1cc1d2-0ff4-4559-95e2-99cba51eadce
2015,Spring,CW,1,ROC,59,a8b5cfee-a24e-4062-96ff-cc7540ea2803
2015,Summer,CW,0,EL,40,4e7e7c2b-8a23-442c-a430-9fac7e3985fb
2016,Spring,BJK,0,HWA,33,fd99661f-38b2-444c-88ac-6e9490cda65c
2016,Spring,ITZ,1,VFK,37,4bd0c119-d609-4ac2-a90e-fcb892bf891b
2016,Spring,MSE,0,FW,25,4a0b2f1b-2109-4135-bfbb-be0053cf9c32
2016,Summer,P1,1,NRG,40,afbcb787-48d2-4534-b222-0610cd9ad366
2015,Spring,NGU,0,yoeFW,26,f1dd1d41-4825-44fe-9bd0-14f29115a95e
2016,Spring,MSE,0,TPA,42,07e304fa-0d7b-4c47-afc4-93a00e4c8b37
2016,Summer,DP,1,BJK,34,949b05a3-946a-410d-9e61-57c4aec0e809
2016,Spring,HR,1,JST,31,72574b2f-a282-4d4f-b791-fa2092222737
2016,Spring,RPG,0,DFM,30,a1e41cd9-f9d0-42cd-b556-539e23506a3c
2016,Summer,HKE,0,ahq,38,ab5ff8a8-15c7-48b3-90a5-b5a09eff996e
2015,Spring,TSM,1,WFX,33,98f5cd48-3c10-4896-856e-2dd983d35178
2015,Summer,EL,1,GMB,64,037e4e9d-a057-4dc7-9671-7b81c6084176
2016,Spring,SSG,1,SSB,31,240a9a46-456c-4402-9f30-5bb4d85be978
2015,Spring,TL,0,TIP,41,daebbfb0-594c-4828-aaa7-18303c352304
2016,Spring,VIT,1,H2K,63,4aa8fb38-2c1a-483f-8cac-6c3ea7f6b51f
2016,Summer,AFs,1,CJE,38,d943db05-e67c-4965-bce7-73c2249c081b
2016,Summer,kt,0,SKT,35,6ba0f2ef-b6a7-4ab9-ad40-a509dca38f78
2015,Summer,LGS,0,FW,52,cd625702-c32b-4c8d-8a67-253cc714f844
2016,Spring,EL,0,H2K,36,88271f9b-378b-4a75-af48-a076626ee589
2016,Spring,CHF,1,TRI,33,b3b4ecf7-80d6-45d2-85bf-33eca65029a5
2016,Spring,SK,0,G2,36,207693ab-37b5-4b7f-82bf-204f02581eaa
2015,Spring,HKES,1,TPA,60,2fbee53e-625e-4483-a3de-28ec82ade7be
2016,Spring,HKE,1,CGE,32,8ee22c01-9a77-45bb-8afe-10ef1470687e
2016,Spring,FW,1,TPA,34,e88644b6-8082-44c9-956c-a6f95aa98cc3
2016,Summer,DW,1,HLN,31,23a072df-2bef-43f6-a036-2a20bbe190b6
2016,Summer,SPY,0,FNC,39,81674268-19f5-4737-ae41-bd39a924ea64
2016,Summer,PNG,1,KBM,33,f7999ee2-2810-41a4-9132-058323e72637
2015,Spring,TIP,1,GV,30,0103699d-1068-4594-83ef-3631b94651dd
2016,Spring,CLG,1,G2,31,1f16ce0a-ef39-415c-8433-5cd81487895f
2016,Spring,SKT,0,SSG,35,6a6d9e55-0dc2-42ee-83a1-ef08a6bb8bac
2016,Spring,TSM,1,C9,30,822a0dd1-6a26-468d-a4d2-4a35ff936ca2
2016,Spring,HWA,1,NR1,45,ace8fe26-2bb8-486f-a1d0-de3ca2fcc3ca
2015,Summer,FNC,1,OG,35,b12d8b21-584b-4ec7-a397-93d9c5301057
2016,Spring,KBM,1,PNG,50,9917c39c-3161-462d-adc6-c2479d9a79d4
2014,Summer,SSW,1,SSB,33,e28cfb91-01ee-4d87-bc80-623f3276f8e0
2016,Summer,S04,0,H2K,40,1d55abcf-732d-49e4-949a-c8181de99ca1
2015,Summer,NME,0,T8,39,d5760007-c66a-404c-b737-46f205f33054
2015,Spring,TL,1,TSM,54,fd118224-4524-48bd-afef-b964d69d1196
2016,Summer,AFs,1,CJE,34,b014e28b-85ed-47eb-936a-8620cc9e7a60
2016,Spring,ahq,1,MSE,32,e509d11c-46e3-4aec-9a3e-102523c99e3d
2016,Summer,TSM,1,NRG,30,3ab61a08-93c6-42e6-ba77-6d0bc5cffcf1
2016,Summer,TL,0,SSG,25,2fd1371b-bd3d-488f-bb54-3c5f1a810aba
2015,Spring,GMB,1,CW,34,60e59f6a-de18-454b-948b-f5ccb32a53da
2016,Summer,DW,0,SIN,26,f5cd797c-36be-4ce4-86ae-cabfbae72db3
2015,Summer,FW,0,ahq,48,23696402-d8a7-417f-892c-d3d85d464b3b
2015,Summer,FW,1,HKE,36,6ae1e65f-2c85-483d-8628-4ff5b47d2059
2015,Summer,GIA,0,ROC,47,74896bb4-1927-4c0e-a16d-d72972762255
2016,Summer,FNC,1,VIT,39,35444c77-2727-4ca2-89f5-dd1a3d2b5938
2016,Summer,SSG,1,CJE,36,2d9ea686-961d-4e79-a98a-08664c9ffd9a
2015,Spring,NJE,1,SKT,40,1608f675-0c99-4d72-bf70-f6445c47cebb
2016,Spring,EL,0,G2,27,5a2d4f14-a512-44bf-9cfd-29d3d3af88de
2016,Spring,JAG,0,SKT,31,5919feed-3c69-4575-9fbd-6cd64e0790ab
2015,Spring,C9,1,CST,31,9dcadc3c-7c30-4773-af55-a73edb4cf589
2016,Summer,BJK,0,TT,29,a8acf563-cf7a-4d75-b46d-a6dd3fe20288
2016,Spring,ROC,0,EL,49,38f4c70b-692d-4e17-ae75-fbc8b9fb7322
2016,Summer,SSG,1,SPY,34,f53707ed-cbfb-4b9b-8f1b-2bfd7b3c63ca
2016,Spring,FW,1,MSE,25,7c57275c-a019-4add-92c7-0b01f24e1a3d
2016,Spring,G2,1,SPY,25,d66bae1c-6d92-4ff4-b93e-0cec88950aa5
2015,Summer,QG,1,FNC,39,25ce7aca-b5b4-4f70-b261-fe5be7b61f25
2015,Summer,CJE,0,NJE,42,c572977f-a275-4230-bf09-d2492af26192
2016,Summer,TT,1,BJK,43,7fbacd6d-640e-4c32-b02e-1eca937a5b7d
2016,Summer,ahq,1,FW,34,0bbe90cd-6376-4f6e-ae0d-5f370c6ae96c
2014,Summer,OMG,1,NWS,48,a0991977-052f-46b2-8266-57da1d3ef17b
2015,Summer,M17,0,TPA,30,57f58393-e236-4d9b-914d-032538533c7a
