date,Microchip Technology,Lennar Corp.,Ulta Beauty,Occidental Petroleum,Exxon Mobil Corp.,Apache Corporation,General Motors,People's United Financial,ConocoPhillips,Cboe Global Markets,Skyworks Solutions,QUALCOMM Inc.,Northern Trust Corp.,Ross Stores,Halliburton Co.,Marathon Oil Corp.,Oil Price
2016-03-03,46.12,44.7451,169.38,70.49,82.4,45.09,31.07,15.53,38.56,63.78,70.1,52.38,64.43,57.85,34.17,9.97,35.75
2016-03-04,46.83,44.4902,168.97,69.72,82.29,48.04,31.37,15.61,41.12,64.01,73.01,52.66,65.66,57.42,34.88,11.0,37.61
2016-03-07,47.72,44.8235,164.64,70.35,84.46,51.02,31.59,15.63,41.4,63.18,72.92,53.3,65.89,57.53,35.84,11.03,39.02
2016-03-08,46.67,43.6569,162.96,66.4,82.63,46.17,30.68,15.48,38.62,65.56,69.91,52.46,63.96,57.38,34.48,10.12,39.16
2016-03-09,47.51,44.3235,159.01,68.43,82.4,46.23,30.54,15.41,39.05,65.17,71.02,51.95,63.64,56.58,34.69,10.48,40.26
2016-03-10,47.1,43.9804,163.39,68.44,82.18,46.25,30.82,15.72,39.03,65.13,69.97,52.02,63.6,57.21,34.51,10.59,38.63
2016-03-11,48.61,45.3137,191.62,69.95,82.19,48.97,31.26,15.94,40.52,65.11,72.77,52.22,65.71,57.96,36.12,11.16,39.41
2016-03-14,48.1,44.8627,190.02,69.05,82.41,48.19,31.18,15.9,40.01,65.86,72.79,52.09,65.45,58.17,35.5,11.09,38.06
2016-03-15,48.09,44.5784,187.87,68.33,82.82,47.93,31.05,15.88,39.83,66.59,73.61,51.63,65.0,58.13,34.99,11.31,37.49
2016-03-16,48.03,45.5588,190.02,69.42,82.87,49.25,31.69,15.84,41.87,66.1,75.0,51.3,64.69,58.09,35.47,11.52,38.38
2016-03-17,48.43,46.3039,188.01,70.66,84.1,50.47,31.96,15.94,43.01,65.88,74.92,51.38,65.16,58.53,36.38,11.45,39.29
2016-03-18,49.11,46.7255,191.39,71.3,84.2,49.63,31.96,16.02,43.02,64.85,77.02,51.59,66.04,59.3,36.3,11.63,39.26
2016-03-21,48.75,46.3529,192.35,70.67,83.62,49.88,32.08,16.13,42.58,64.72,77.21,52.21,66.13,58.43,36.38,11.43,39.91
2016-03-22,48.31,46.1274,191.65,69.61,84.12,50.27,31.9,16.17,41.92,64.71,76.89,52.02,66.11,58.12,35.97,11.31,40.54
2016-03-23,47.96,45.2941,191.57,68.29,83.75,47.86,31.31,15.96,39.85,65.45,76.3,50.99,65.63,58.18,35.03,10.19,38.84
2016-03-24,48.12,45.4412,191.76,68.51,83.98,48.85,30.96,15.86,40.04,64.72,76.2,50.86,65.22,57.41,35.22,10.29,38.33
2016-03-28,48.01,45.7843,191.91,68.03,84.22,48.41,31.02,15.85,39.68,65.05,76.92,50.19,65.06,57.59,35.09,10.16,38.33
2016-03-29,48.81,47.2353,193.37,67.93,84.53,48.56,31.19,15.92,39.62,65.36,76.47,50.69,64.97,58.09,35.02,10.4,36.75
2016-03-30,48.84,46.8725,194.11,68.6,84.52,48.64,30.99,16.09,40.08,65.18,77.85,50.99,65.48,58.34,36.02,10.53,36.75
2016-03-31,48.2,47.4118,193.74,68.43,83.59,48.81,31.43,15.93,40.27,65.33,77.9,51.14,65.17,57.9,35.72,11.14,36.75
2016-04-01,48.28,46.5196,194.18,68.2,82.96,47.5,30.47,16.13,39.78,66.89,78.18,50.88,65.85,58.64,35.09,10.56,36.42
2016-04-04,48.38,45.9314,193.12,68.19,83.16,46.82,29.9,16.05,39.1,66.21,77.5,50.65,65.68,58.65,34.0,10.53,36.05
2016-04-05,48.65,45.8725,193.75,67.42,82.21,47.33,29.6,15.64,39.04,65.46,77.07,50.07,64.56,57.9,34.4,10.63,35.88
2016-04-06,48.64,46.7353,194.67,70.12,83.31,49.76,29.94,15.72,40.75,65.43,78.21,50.62,65.18,58.49,36.44,11.02,37.77
2016-04-07,47.88,46.7059,194.12,69.38,82.37,49.19,29.42,15.31,40.31,64.99,77.31,50.03,63.02,56.7,36.25,11.22,37.15
2016-04-08,48.45,46.6569,200.51,70.6,83.21,50.66,29.37,15.375,41.23,64.13,77.36,50.56,63.26,56.53,37.33,11.78,40.71
2016-04-11,48.4,46.4804,202.1,70.79,83.32,49.95,29.53,15.46,41.19,64.14,76.07,51.0,63.88,56.05,37.22,11.67,41.58
2016-04-12,48.3,46.6961,203.94,72.45,84.35,53.29,29.71,15.65,43.47,64.08,74.64,50.82,65.16,56.41,37.66,13.12,43.02
2016-04-13,49.22,47.7059,207.42,72.24,84.83,52.46,30.78,16.03,43.58,64.61,77.07,51.92,67.61,56.95,38.31,12.92,42.81
2016-04-14,49.27,47.3627,205.67,74.32,85.43,52.97,30.72,16.13,44.22,64.34,76.77,51.82,67.98,56.98,38.38,13.11,43.02
2016-04-15,48.76,46.9804,204.06,72.15,84.97,52.05,30.56,16.07,43.7,64.47,75.06,51.06,67.58,56.95,38.27,13.01,41.32
2016-04-18,48.9,46.8333,206.91,73.3,85.78,53.44,31.31,16.19,45.0,64.78,74.74,51.55,68.29,57.77,38.99,13.36,41.64
2016-04-19,48.52,46.3921,204.04,74.86,86.21,55.03,31.97,16.35,47.06,65.47,72.23,51.83,71.84,57.53,40.04,13.95,43.02
2016-04-20,49.59,46.8627,204.42,75.07,86.8,54.68,32.19,16.48,47.08,65.79,72.84,52.09,72.25,57.39,40.34,14.06,43.09
2016-04-21,49.43,47.2059,205.86,74.62,86.79,54.78,32.66,15.87,46.23,65.14,71.69,51.67,71.78,57.25,40.33,13.86,43.48
2016-04-22,49.71,46.4118,205.39,75.85,87.53,56.2,32.18,16.09,47.62,65.53,71.5,52.64,72.36,56.67,40.84,14.34,43.97
2016-04-25,49.57,46.2745,207.37,75.1,87.33,54.41,31.95,16.04,46.27,65.08,70.72,52.43,71.67,57.0,40.04,13.83,42.97
2016-04-26,50.08,46.549,208.13,76.48,87.63,55.88,32.19,16.15,48.08,65.48,71.7,52.91,72.47,57.6,40.22,14.44,43.94
2016-04-27,50.34,46.7647,212.52,77.52,88.46,57.54,32.16,15.81,48.11,65.0,72.32,52.9,72.27,58.21,41.04,14.84,44.17
2016-04-28,49.51,44.902,206.99,76.23,88.03,55.43,32.44,15.53,47.67,64.05,71.78,52.13,71.61,57.44,41.04,14.35,45.6
2016-04-29,48.59,44.4216,208.28,76.65,88.4,54.4,31.8,15.5,47.79,61.96,66.82,50.52,71.08,56.78,41.31,14.09,45.64
2016-05-02,49.35,44.9118,210.72,76.33,89.13,54.24,31.75,15.55,46.85,63.07,67.12,51.11,71.86,57.59,42.05,13.55,45.82
2016-05-03,48.8,43.8431,209.91,75.57,88.11,52.13,31.25,15.3,45.08,62.47,67.02,50.73,70.28,57.3,40.44,12.79,43.09
2016-05-04,48.42,43.5686,209.97,73.96,87.94,50.73,30.59,15.06,43.41,62.66,65.23,50.49,69.33,57.64,39.86,12.17,43.08
2016-05-05,47.82,43.1471,206.21,76.14,88.04,54.82,30.54,15.0,43.21,62.67,64.35,51.13,68.99,56.47,39.94,12.07,44.39
2016-05-06,47.95,42.9902,208.68,76.06,88.51,53.84,30.96,15.04,42.76,63.1,64.63,50.92,69.02,57.07,39.44,12.03,44.6
2016-05-09,47.57,43.0294,208.46,75.54,88.57,52.12,30.78,15.13,41.65,63.19,65.05,51.2,68.72,58.16,38.69,11.44,42.43
2016-05-10,48.34,43.598,208.27,76.41,90.0,53.09,31.35,15.21,42.87,63.88,64.86,52.15,70.28,57.56,38.84,11.94,44.01
2016-05-11,48.32,43.2549,202.85,76.31,88.81,54.01,31.08,15.24,43.68,63.29,64.59,52.15,69.42,54.44,39.54,12.46,46.08
2016-05-12,47.33,42.8431,207.43,76.48,89.67,54.3,31.18,15.28,43.73,64.33,61.66,51.51,69.46,55.09,40.05,12.33,46.43
2016-05-13,47.16,42.7353,205.2,75.34,88.66,53.02,30.52,15.04,43.02,63.59,60.75,51.32,68.47,54.32,39.06,12.31,47.05
2016-05-16,47.95,42.9314,208.13,76.53,89.57,54.8,30.67,15.21,44.08,63.62,62.42,51.91,68.99,55.74,40.18,12.78,48.49
2016-05-17,47.78,42.9902,204.44,76.34,89.53,55.12,30.63,14.99,43.79,62.75,62.31,51.99,68.93,54.52,41.17,12.86,48.71
2016-05-18,48.33,42.8333,206.45,74.81,89.35,56.61,30.75,15.38,43.34,62.79,63.57,52.79,71.53,54.31,40.28,12.66,48.93
2016-05-19,47.64,42.6372,207.89,74.84,90.11,56.98,30.32,15.27,43.36,63.29,62.8,52.76,71.0,55.52,40.14,12.74,47.01
2016-05-20,48.82,43.4412,208.47,74.96,89.74,57.11,30.57,15.42,43.58,63.73,64.56,54.52,71.88,52.49,40.91,13.11,48.54
2016-05-23,48.86,43.1274,206.02,74.87,89.6,57.6,30.59,15.4,43.59,63.44,65.81,54.18,71.32,52.4,41.46,13.19,47.77
2016-05-24,49.96,44.7941,206.59,76.12,89.67,58.25,31.05,15.63,43.46,64.25,66.46,55.59,72.63,53.36,41.42,13.02,48.42
2016-05-25,50.17,44.7549,211.48,76.17,90.26,57.91,31.65,15.84,44.9,64.18,66.27,55.98,74.06,53.41,42.45,13.54,48.87
2016-05-26,50.66,44.5686,213.69,76.11,89.8,58.03,31.29,15.66,44.73,63.65,66.17,55.74,73.77,53.88,42.65,13.17,49.52
2016-05-27,50.99,44.8431,233.15,76.15,90.01,58.29,31.39,15.85,44.33,63.91,66.5,55.27,74.24,53.92,42.58,12.9,49.09
2016-05-31,51.68,44.6765,233.01,75.44,89.02,57.14,31.28,15.88,43.79,63.65,66.76,54.92,74.1,53.4,42.18,13.07,49.26
2016-06-01,51.71,44.9118,236.68,75.44,89.24,56.17,30.22,15.97,44.06,63.23,67.27,54.79,74.02,53.3,42.15,13.23,48.81
2016-06-02,51.72,44.8823,237.06,75.21,88.53,55.84,30.26,16.0,44.38,62.87,66.58,54.88,74.35,53.69,42.13,13.38,49.05
2016-06-03,51.81,44.8137,236.57,74.83,88.37,54.58,29.6,15.75,44.18,62.99,66.94,54.94,72.32,53.09,42.85,13.32,48.5
2016-06-06,51.76,44.9118,236.74,75.41,89.34,55.62,29.99,15.89,45.52,62.83,66.11,54.89,73.31,52.34,44.89,13.96,48.94
2016-06-07,52.81,46.0392,239.18,76.88,90.71,58.21,30.24,15.77,47.54,62.43,68.67,54.84,72.61,53.18,46.08,14.62,49.76
2016-06-08,52.99,46.8235,239.36,75.44,90.79,57.0,29.57,15.89,47.49,63.0,68.38,54.94,72.68,53.45,46.29,14.53,50.73
2016-06-09,52.77,46.7255,240.01,75.6,90.67,55.83,29.36,15.74,46.57,63.25,67.97,54.98,71.87,54.22,45.5,14.26,50.59
2016-06-10,52.25,46.0,239.98,75.45,89.98,53.52,29.06,15.7,44.51,64.41,65.55,53.83,70.98,53.63,44.38,13.42,49.7
2016-06-13,51.91,45.1765,237.95,75.25,90.59,53.84,29.08,15.48,43.88,64.6,64.96,52.83,70.67,53.54,44.28,13.28,49.36
2016-06-14,52.2,44.6863,237.88,75.12,90.43,54.76,28.83,15.17,44.32,65.16,65.01,52.7,69.43,53.89,43.99,13.23,47.88
2016-06-15,52.1,44.9118,238.23,74.85,90.16,54.53,28.86,15.28,43.71,64.43,64.99,53.28,69.73,54.32,43.98,13.06,47.47
2016-06-16,52.05,44.7451,239.82,74.45,91.22,53.0,29.02,15.14,43.16,64.8,64.78,53.42,69.28,54.43,43.19,12.67,45.66
2016-06-17,51.21,45.2941,238.04,74.95,90.72,53.87,29.23,15.17,44.15,63.57,63.97,53.55,69.28,54.25,44.11,13.16,46.57
2016-06-20,51.87,45.7451,240.2,76.1,91.12,55.32,29.65,15.32,44.69,63.19,65.95,53.89,69.49,54.2,43.79,14.48,48.68
2016-06-21,51.91,45.2353,240.47,77.16,91.53,56.63,29.51,15.43,44.8,63.22,65.46,53.88,69.53,54.85,44.62,15.09,48.18
2016-06-22,51.59,45.0686,238.23,77.1,91.17,56.43,29.32,15.43,43.99,63.75,65.35,54.04,69.39,54.43,44.66,14.75,48.43
2016-06-23,52.84,45.6667,242.08,78.31,91.8,58.16,29.82,15.91,45.63,64.66,67.21,55.55,71.54,54.07,45.84,15.27,48.63
2016-06-24,50.47,43.8529,239.16,75.27,89.39,54.86,28.35,15.08,43.17,64.79,61.61,52.12,65.5,54.42,43.92,14.59,46.69
2016-06-27,48.13,42.8823,235.04,73.12,88.86,52.0,27.51,13.84,40.78,63.56,58.01,51.14,61.67,54.75,41.88,13.66,45.07
2016-06-28,49.36,44.1471,236.21,73.97,90.91,54.18,27.74,14.13,41.95,63.91,60.26,52.51,63.57,55.34,43.27,14.78,46.29
2016-06-29,49.7,44.9216,240.66,75.09,92.46,55.81,28.17,14.44,43.91,65.75,61.73,53.55,65.27,55.77,44.59,15.14,48.4
2016-06-30,50.76,45.1961,243.64,75.56,93.74,55.67,28.3,14.66,43.6,66.62,63.28,53.57,66.26,56.69,45.29,15.01,48.05
2016-07-01,50.42,45.5098,243.74,75.67,93.84,56.67,28.89,14.65,43.51,65.87,62.6,53.0,65.23,56.35,45.56,15.68,47.65
2016-07-05,49.84,45.4412,244.72,75.22,93.02,54.67,28.17,14.39,41.7,67.41,58.82,51.94,63.55,56.36,43.53,14.72,45.64
2016-07-06,49.49,46.098,247.77,75.45,94.09,55.3,28.4,14.54,41.9,66.9,59.16,52.37,63.47,56.79,43.65,14.84,45.7
2016-07-07,50.4,46.5588,247.29,75.45,92.96,54.9,28.74,14.65,41.51,66.88,60.89,52.93,63.52,56.56,43.55,14.74,45.93
2016-07-08,51.87,48.1961,250.82,76.13,93.54,55.17,29.66,14.83,42.3,67.64,62.91,54.19,64.53,58.19,45.03,14.92,44.53
2016-07-11,52.35,47.7941,252.29,76.2,93.89,55.11,30.13,14.98,42.45,68.02,64.64,54.115,65.03,58.06,44.48,14.69,44.04
2016-07-12,53.1,47.8235,253.25,77.37,94.95,57.54,30.6,15.24,43.8,68.33,65.8,54.62,66.29,57.9,46.03,15.6,46.72
2016-07-13,53.25,47.7549,250.13,76.83,94.88,56.54,30.63,15.22,42.87,67.75,65.35,54.83,65.87,58.04,45.21,15.29,44.67
2016-07-14,53.61,47.8137,255.11,77.21,94.95,56.88,30.76,15.46,43.02,68.36,67.39,54.88,66.78,58.02,45.81,15.27,46.01
2016-07-15,53.77,47.6961,255.81,77.32,95.12,57.12,30.77,15.47,42.94,68.56,67.39,54.75,67.02,58.19,45.46,15.21,46.25
2016-07-18,54.04,47.9314,256.09,76.77,94.82,56.33,30.87,15.32,42.71,68.19,68.7,55.35,67.42,58.95,45.61,15.18,45.35
2016-07-19,53.71,47.6961,256.91,76.37,94.47,55.12,31.25,15.39,41.91,68.63,68.33,55.14,67.11,59.21,44.99,14.75,45.7
2016-07-20,54.34,47.9902,255.8,76.35,93.93,54.6,31.49,15.29,42.04,67.98,69.49,55.82,66.47,59.32,44.28,14.84,45.82
2016-07-21,53.8,47.8921,254.91,75.73,93.85,53.4,32.03,15.17,41.04,67.52,70.92,59.93,66.73,59.22,43.54,14.42,44.99
2016-07-22,54.17,47.7353,258.6,75.38,94.01,53.65,32.16,15.42,40.76,67.86,64.81,61.15,67.08,59.97,43.83,14.11,44.24
2016-07-25,54.27,48.1863,259.55,74.51,92.2,51.97,32.06,15.38,40.24,68.42,64.94,60.73,67.11,61.13,42.54,13.58,43.76
2016-07-26,57.34,48.1372,259.02,74.69,91.53,52.75,32.15,15.33,40.79,68.2,65.87,61.35,68.08,61.98,43.24,13.78,43.56
2016-07-27,57.08,47.6569,257.73,74.16,90.91,51.76,32.02,15.25,40.07,68.84,66.47,62.51,68.48,61.39,42.92,13.13,42.78
2016-07-28,56.69,47.3333,260.48,73.91,90.2,51.84,30.99,15.15,40.26,68.34,66.47,62.43,67.74,61.33,42.77,13.35,41.87
2016-07-29,55.64,45.8823,261.21,74.73,88.95,52.5,31.54,15.16,40.82,68.8,66.02,62.58,67.59,61.83,43.66,13.64,40.76
2016-08-01,55.81,45.8333,260.57,73.59,85.86,49.87,31.3,14.98,39.61,68.42,66.14,61.85,67.09,61.58,42.28,12.92,40.17
2016-08-02,54.98,44.6372,256.98,73.12,87.04,49.94,29.93,14.84,39.79,68.52,65.04,60.6,66.21,60.68,42.06,12.9,40.0
2016-08-03,55.33,44.8431,258.91,74.38,87.49,51.73,30.24,15.07,40.31,68.79,64.39,61.01,67.01,61.32,42.94,13.42,40.45
2016-08-04,55.75,44.9118,260.68,74.25,87.48,50.18,30.34,15.08,40.1,68.72,65.16,60.98,66.78,61.49,42.99,13.41,41.33
2016-08-05,56.56,45.8823,262.35,73.68,87.56,49.64,30.8,15.48,40.6,68.73,66.55,62.0,69.14,61.85,43.71,13.87,42.47
2016-08-08,56.63,45.7059,261.33,74.36,88.59,50.67,30.88,15.44,41.56,68.59,65.94,61.58,69.2,61.51,44.26,14.25,43.24
2016-08-09,60.63,45.9118,261.91,73.68,88.71,50.23,31.07,15.5,41.24,68.3,67.0,61.99,69.19,60.8,44.05,14.42,43.37
2016-08-10,60.35,45.8823,263.09,73.27,86.41,48.78,31.25,15.4,40.6,68.29,66.41,61.71,68.36,61.06,43.76,13.98,42.19
2016-08-11,60.77,46.2353,265.95,74.25,86.72,49.59,31.75,15.45,41.39,67.13,67.41,61.74,68.63,61.96,44.08,14.45,44.23
2016-08-12,60.51,45.8333,266.8,74.46,87.85,49.01,31.57,15.39,41.37,67.1,67.53,61.71,67.83,63.12,43.84,14.73,45.12
2016-08-15,61.21,46.3725,266.97,75.05,87.81,49.88,31.86,15.51,42.18,68.14,69.5,62.43,68.34,63.22,44.45,14.9,47.31
2016-08-16,60.83,46.1961,265.9,76.01,87.92,50.97,31.71,15.43,42.86,67.22,69.6,62.07,68.18,61.87,44.62,15.17,48.27
2016-08-17,60.95,45.8529,265.79,76.61,88.11,51.63,31.85,15.5,43.2,68.24,70.19,62.28,68.32,62.3,45.1,15.7,48.58
2016-08-18,61.23,45.9608,271.59,77.48,88.91,53.6,31.55,15.52,43.59,68.63,71.8,63.04,68.28,62.88,46.46,16.68,49.46
2016-08-19,61.3,45.5882,274.55,76.54,87.8,53.49,31.83,15.61,43.32,68.2,72.29,62.76,68.57,65.06,46.85,16.8,49.39
2016-08-22,61.27,45.6471,270.7,76.36,87.99,53.15,31.87,15.69,42.63,68.4,72.62,62.83,68.63,64.45,45.08,15.64,48.1
2016-08-23,61.4,47.0,275.89,76.89,87.72,53.39,31.9,15.7,43.22,68.23,73.78,63.09,68.67,64.3,44.99,16.43,48.7
2016-08-24,61.02,46.4216,273.98,77.72,88.02,52.74,31.78,15.7,42.96,68.72,73.29,62.61,68.38,63.87,44.35,16.06,47.56
2016-08-25,61.13,46.2647,271.45,77.36,87.46,52.51,31.54,15.81,42.78,68.61,74.33,62.64,68.83,63.41,44.57,16.01,49.25
2016-08-26,61.58,45.4118,254.85,77.17,87.27,52.35,31.53,15.87,42.3,68.9,74.84,62.97,69.35,63.26,44.56,15.95,49.66
2016-08-29,61.6,45.902,254.09,77.95,87.84,52.83,31.81,15.97,42.35,69.05,75.22,62.98,69.89,63.11,44.74,15.99,49.66
2016-08-30,61.43,46.402,244.97,77.84,87.52,52.43,31.67,16.19,42.23,69.08,74.2,62.94,70.82,62.3,44.07,15.55,47.94
2016-08-31,61.91,46.3725,247.21,76.85,87.14,49.7,31.92,16.25,41.05,68.69,74.86,63.07,70.59,62.24,43.01,15.02,47.94
2016-09-01,62.8,45.7941,245.52,76.84,86.84,49.79,31.8,16.18,40.6,68.95,75.09,63.47,70.41,62.38,43.22,15.11,45.05
2016-09-02,62.69,45.6471,246.46,77.51,87.42,51.29,32.16,16.33,40.92,68.53,74.62,63.35,70.65,62.73,43.32,15.49,45.96
2016-09-06,62.27,45.7157,249.64,78.01,88.57,51.67,32.13,16.12,41.0,68.51,73.01,63.09,69.86,62.75,43.73,15.64,46.21
2016-09-07,60.78,46.402,246.74,77.13,88.24,55.13,31.89,16.28,41.48,68.63,72.05,62.43,69.69,62.86,43.57,15.69,47.0
2016-09-08,60.66,45.951,243.57,77.75,89.05,59.05,31.71,16.27,43.28,68.54,71.43,62.69,69.83,62.72,44.12,16.74,49.23
2016-09-09,58.52,44.2941,238.73,76.11,86.84,59.4,30.48,16.08,42.25,68.0,66.76,60.52,68.95,60.78,41.95,15.67,48.37
2016-09-12,59.86,44.9706,242.39,75.85,87.29,59.9,31.18,16.16,42.67,69.42,68.34,62.25,69.72,61.71,42.4,15.47,47.82
2016-09-13,59.13,43.8333,236.76,73.51,85.21,57.51,30.94,16.0,41.01,68.31,69.36,61.29,68.78,61.17,41.11,14.34,46.48
2016-09-14,59.41,43.8627,237.27,71.8,84.6,56.75,30.71,15.855,39.99,67.75,72.4,61.59,68.46,61.3,41.26,14.01,45.65
2016-09-15,60.44,44.1274,232.99,72.27,85.08,58.7,31.12,15.93,40.03,68.15,77.02,62.54,69.38,61.95,41.77,14.26,45.83
2016-09-16,60.31,43.4706,233.79,71.03,84.03,58.56,30.97,15.71,39.87,68.94,76.07,62.99,68.36,61.93,41.04,14.24,45.26
2016-09-19,60.59,44.2059,234.55,70.82,83.83,57.85,31.72,15.71,39.28,69.4,76.09,62.86,68.51,62.53,41.28,14.09,46.04
2016-09-20,60.2,42.6471,233.2,70.5,82.54,57.49,31.65,15.68,39.01,69.62,75.72,62.7,68.63,62.91,41.26,13.87,45.24
2016-09-21,61.12,42.598,239.74,71.8,83.3,60.89,32.11,15.72,40.06,69.74,76.74,63.57,69.16,63.35,42.72,14.65,45.99
2016-09-22,61.18,42.7451,238.38,71.41,83.54,61.0,32.39,15.85,41.02,69.41,76.9,63.52,69.4,63.98,42.65,14.87,47.21
2016-09-23,60.64,42.2647,237.01,69.6,83.45,60.02,32.12,15.81,39.94,70.3,74.77,62.75,69.31,64.26,41.84,14.49,46.71
2016-09-26,60.47,42.1078,237.81,69.32,83.06,59.94,31.8,15.53,40.02,66.59,72.82,62.31,67.46,63.76,41.38,14.41,46.61
2016-09-27,61.32,41.8823,243.66,68.65,83.24,59.59,31.6,15.67,39.43,66.91,73.92,63.31,67.55,64.39,40.95,14.06,44.95
2016-09-28,61.65,42.3529,240.2,71.9,86.9,63.7,31.9,15.84,42.18,66.31,74.27,63.45,67.59,63.43,42.79,15.18,45.49
2016-09-29,61.97,41.3627,237.12,72.14,86.46,63.74,31.48,15.62,43.66,65.27,73.26,67.45,66.7,63.35,44.18,15.9,48.43
2016-09-30,62.14,41.5098,237.98,72.92,87.28,63.87,31.77,15.82,43.47,64.85,76.14,68.5,67.99,64.3,44.88,15.81,48.24
2016-10-03,61.82,41.2745,237.6,72.82,87.05,63.95,32.04,15.75,43.43,65.76,75.33,67.11,68.15,64.23,44.9,15.98,48.61
2016-10-04,61.32,40.7255,238.55,72.65,86.25,63.79,32.17,15.76,42.87,66.84,76.59,66.68,69.83,64.26,44.59,15.63,48.81
2016-10-05,62.12,41.0196,235.6,72.54,87.0,64.65,32.68,15.88,43.91,67.41,77.75,66.84,71.9,64.48,45.72,16.12,49.57
2016-10-06,62.58,41.3039,241.57,73.54,87.04,64.09,32.53,15.87,44.52,67.56,79.34,67.54,72.04,64.37,46.37,16.08,50.14
2016-10-07,62.06,40.7255,239.07,73.54,86.74,63.33,32.34,15.83,44.22,67.85,79.37,68.19,71.95,64.28,46.26,15.56,50.49
2016-10-10,61.31,40.902,240.36,74.77,88.44,64.16,32.15,15.89,44.39,66.89,80.15,67.25,72.07,64.2,47.26,15.72,51.54
2016-10-11,59.69,40.7647,236.66,73.69,87.74,62.87,31.89,15.78,43.33,67.1,79.43,66.09,71.07,63.75,46.64,15.08,50.48
2016-10-12,59.0,40.9706,238.97,74.0,87.13,62.71,31.68,15.74,43.47,66.81,78.82,66.06,71.11,64.9,46.96,14.94,49.53
2016-10-13,58.41,40.1569,266.14,73.9,86.56,62.07,31.51,15.41,42.15,65.89,77.41,65.7,69.81,64.81,47.02,14.78,49.29
2016-10-14,59.0,40.549,262.75,73.22,86.54,61.77,31.87,15.51,41.67,66.09,77.63,65.7,70.59,64.66,46.97,14.58,48.87
2016-10-17,58.7,40.7941,258.72,72.47,86.54,61.85,31.56,15.44,41.1,64.58,76.7,65.19,70.27,64.39,46.32,14.18,49.31
2016-10-18,58.86,41.0882,256.04,72.57,86.77,62.83,31.4,15.64,40.65,65.01,77.65,66.1,70.95,63.55,47.07,14.2,49.81
2016-10-19,60.01,41.1471,256.45,74.51,87.17,64.32,31.85,15.81,41.72,64.85,77.91,65.79,71.13,63.36,49.07,14.65,51.85
2016-10-20,59.71,40.5882,254.43,74.1,87.21,63.48,31.75,15.925,41.49,63.78,78.09,67.34,70.98,63.41,48.75,14.7,50.42
2016-10-21,59.5,40.4118,252.36,74.61,86.62,62.19,32.04,16.09,41.54,63.92,77.47,67.93,70.98,63.4,48.43,14.64,50.28
2016-10-24,60.64,40.9216,252.25,75.03,86.91,61.58,32.98,16.22,42.24,64.33,78.49,68.06,70.98,63.39,48.24,14.59,49.8
2016-10-25,60.91,40.402,246.99,74.43,86.72,60.57,31.6,16.28,41.81,63.92,78.08,67.71,70.32,63.13,47.77,14.18,49.08
2016-10-26,60.55,40.4216,245.92,74.39,87.09,61.68,31.58,16.24,41.8,63.51,77.54,68.2,71.46,63.5,47.62,14.25,48.98
2016-10-27,60.36,39.549,239.86,73.79,86.92,61.7,31.33,16.46,44.0,62.16,77.26,70.09,72.4,62.31,47.55,13.95,49.13
2016-10-28,60.3,40.5294,242.31,73.63,84.78,60.72,31.32,16.19,44.97,63.24,75.72,68.4,72.4,62.28,46.58,13.72,47.78
2016-10-31,60.55,40.8725,243.34,72.91,83.32,59.48,31.6,16.24,43.45,63.21,76.94,68.72,72.42,62.54,46.0,13.18,46.2
2016-11-01,60.18,40.451,240.18,69.0,83.65,59.53,31.48,16.24,43.54,63.11,75.81,68.34,72.72,62.11,46.23,13.27,45.77
2016-11-02,59.86,40.0588,239.29,67.79,83.45,59.46,31.45,16.15,43.23,62.9,75.03,67.09,72.02,62.11,45.93,12.78,44.26
2016-11-03,59.63,39.951,231.61,67.45,83.66,55.52,31.07,16.23,43.6,62.99,74.67,66.95,72.38,61.28,46.58,14.15,43.84
2016-11-04,60.22,40.5882,228.17,66.59,83.57,56.14,31.16,16.23,42.76,63.4,75.07,66.73,72.08,61.4,46.38,13.69,43.06
2016-11-07,62.23,41.1176,232.59,67.25,85.45,57.45,32.02,16.73,43.92,63.7,77.24,68.46,74.0,62.59,47.44,14.15,42.83
2016-11-08,63.96,40.6176,232.63,66.89,85.31,56.93,31.73,16.645,44.33,63.59,77.33,68.27,73.98,62.85,47.12,14.25,43.47
2016-11-09,64.31,40.2941,236.34,66.9,86.25,58.02,30.96,17.485,45.73,66.19,77.66,67.88,77.15,62.86,47.82,14.88,43.88
2016-11-10,62.44,41.0196,236.61,65.72,87.05,58.32,32.73,17.94,44.78,67.64,75.91,66.31,78.52,63.24,48.81,15.14,43.67
2016-11-11,63.15,40.4412,238.87,64.95,85.67,57.72,34.02,18.28,43.94,67.94,74.51,66.88,79.88,63.64,48.01,14.89,41.61
2016-11-14,63.53,41.5,240.41,65.77,85.28,58.93,33.28,18.58,44.13,68.77,74.04,65.93,82.82,63.6,48.14,14.93,41.83
2016-11-15,65.19,41.4118,244.47,68.49,86.82,63.39,33.43,18.55,45.28,68.53,75.93,66.77,82.97,63.09,49.76,15.7,44.15
2016-11-16,65.65,41.2549,246.62,68.93,85.75,62.45,33.23,18.11,44.38,68.6,76.12,66.3,81.04,63.86,48.76,15.56,45.07
2016-11-17,65.45,42.3627,251.13,67.81,85.23,61.4,33.42,18.26,43.61,68.87,77.95,66.67,81.5,65.53,48.6,15.46,44.57
