ContrabandIndicator,Department Name,InterventionLocationName,InterventionReasonCode,ReportingOfficerIdentificationID,ResidentIndicator,SearchAuthorizationCode,StatuteReason,SubjectAge,SubjectEthnicityCode,SubjectRaceCode,SubjectSexCode,TownResidentIndicator
False,bridgeport,bridgeport,V,HAR0158,True,C,Stop Sign,27,H,W,M,False
False,new haven,new haven,V,6583,True,C,Other,25,N,B,M,True
True,wallingford,wallingford,V,P228,False,N,Administrative Offense,14,N,B,M,True
False,new london,new london,V,PSC56082,False,O,Other,24,N,B,M,True
False,new haven,new haven,E,6528,True,O,Window Tint,30,N,B,M,False
True,berlin,berlin,V,MWM1067,True,I,Other,30,N,B,F,False
False,enfield,enfield,I,121,False,O,Unlicensed Operation,14,H,W,F,True
True,bristol,bristol,V,120000062,True,C,Other,14,H,W,M,True
False,east hartford,east hartford,V,JMK0326,True,C,Registration,32,N,B,M,False
False,new haven,new haven,V,6528,True,C,Other,25,N,B,M,False
False,enfield,enfield,V,10,True,C,Speed Related,24,N,W,M,True
True,ansonia,ansonia,V,100000097,False,C,Moving Violation,54,N,W,F,False
False,csp troop d,brooklyn,V,1000002949,False,C,Speed Related,12,N,W,M,False
False,new milford,new milford,V,454,False,C,Speed Related,38,N,W,M,True
True,willimantic,willimantic,V,282,False,O,Other,54,M,B,M,False
False,derby,derby,V,63,True,O,Seatbelt,22,N,W,M,True
False,berlin,berlin,V,DEG1593,True,I,Suspended License,26,H,W,F,True
False,csp headquarters,tolland,V,44294139,True,O,Speed Related,27,N,B,F,False
False,bristol,bristol,V,120000062,True,O,Moving Violation,58,N,W,M,True
True,west hartford,west hartford       ,V,1000002128,True,C,Moving Violation,31,N,W,M,False
False,norwalk,norwalk,E,100000321,True,C,Window Tint,37,H,W,M,True
False,berlin,berlin,V,BML2828,False,I,Registration,45,H,W,M,False
False,norwich,norwich,V,1042,True,I,Registration,51,N,B,M,False
True,wethersfield,wethersfield,E,JBH0915,False,C,Other/Error,21,H,W,M,True
False,stratford,stratford,V,30233,True,C,Stop Sign,25,N,W,F,True
False,state police,norwich             ,I,1000003395,False,O,Other/Error,30,N,B,M,True
False,middletown,middletown,I,160,False,O,Speed Related,50,H,W,M,True
False,state police,plainfield          ,V,1000002266,True,C,Cell Phone,29,N,W,M,True
False,csp troop g,darien,V,1000002702,False,O,Registration,22,N,I,M,False
False,north haven,north haven,V,100000071,True,N,Moving Violation,25,N,B,M,False
False,csp troop g,milford,V,1000003362,False,C,Registration,34,N,B,M,False
False,east lyme,east lyme,I,WIL5967,True,O,STC Violation,34,N,W,F,False
True,stratford,stratford,I,10095,True,I,Administrative Offense,21,N,B,M,True
False,csp troop g,new haven,V,159668340,False,O,Registration,33,N,B,M,True
True,stamford,stamford,V,TE4,False,O,Cell Phone,26,N,B,M,False
False,glastonbury,glastonbury,E,BJB0397,False,O,Window Tint,29,H,W,M,False
True,new haven,new haven,V,6534,True,C,Traffic Control Signal,18,N,W,F,False
False,west hartford,west hartford       ,V,1000002029,True,N,Traffic Control Signal,30,N,W,M,False
True,west hartford,west hartford       ,V,1000002145,False,C,Registration,44,H,W,M,False
False,milford,milford,V,482,False,I,Other,23,N,W,M,False
False,manchester,manchester,V,JD5231,True,O,Defective Lights,16,N,B,M,True
False,bridgeport,bridgeport,V,1418,True,I,Defective Lights,51,N,B,M,True
False,west hartford,west hartford,V,1000002072,True,C,Moving Violation,51,N,W,M,False
True,state police,bridgeport          ,I,1000003175,False,C,Speed Related,35,M,B,M,True
False,newtown,newtown,V,343,False,I,Defective Lights,24,N,W,M,False
True,state police,newtown             ,V,660735214,True,C,Speed Related,34,N,B,M,True
False,waterbury,waterbury,E,1033,False,C,Defective Lights,23,N,W,M,False
False,newington,newington,E,38,False,O,Window Tint,38,H,W,M,True
False,derby,derby,V,66,False,I,Registration,50,N,W,M,False
False,csp troop c,somers,V,1000002961,True,C,Other,59,N,W,M,True
True,manchester,manchester,V,LE5293,True,O,Cell Phone,22,N,B,M,False
False,state police,hartford            ,V,1000002760,True,I,Other/Error,21,H,W,M,True
True,watertown,oakville,V,1151,True,C,Speed Related,21,N,W,M,False
False,norwalk,norwalk             ,V,100000277,True,C,Stop Sign,29,N,W,M,True
False,manchester,manchester,V,RG5076,True,O,Window Tint,16,N,B,M,True
False,manchester,manchester,V,LMH5272,True,O,Cell Phone,18,N,B,M,False
True,new haven,new haven,E,30495,True,C,Display of Plates,23,N,B,M,False
True,seymour,seymour,V,101,True,I,Registration,56,N,B,M,True
False,stamford,stamford,E,23372/23373,True,I,Defective Lights,18,H,W,M,False
False,north haven,north haven,V,100000218,True,I,Registration,41,H,W,M,False
False,waterbury,waterbury,V,2034,True,I,Suspended License,66,H,W,M,True
True,hartford,hartford,V,707,False,O,Stop Sign,25,H,W,M,True
False,windsor locks,windsor locks,V,206,True,I,Registration,33,H,W,M,False
False,stamford,stamford,V,23372/23373,True,I,Stop Sign,41,N,B,M,True
True,state police,danbury             ,V,1000003022,False,C,Other,17,N,W,M,False
True,vernon,vernon,V,625,True,C,Moving Violation,25,H,W,M,False
False,csp troop a,waterbury,V,1000002747,True,O,Moving Violation,19,N,B,M,False
False,new milford,new milford,V,426,True,C,Speed Related,29,N,W,M,True
False,bristol,bristol,E,120000060,False,C,Defective Lights,26,N,B,M,False
False,groton city,groton city,V,PSC21807,True,C,Moving Violation,34,H,W,M,True
False,berlin,berlin,V,JTM2849,True,O,Speed Related,18,N,B,M,False
False,norwich,norwich,V,1069,False,O,Speed Related,40,N,B,M,True
False,newington,newington,V,AAP2595,True,O,Traffic Control Signal,52,N,W,M,True
False,new london,new london,E,PSC56090,True,O,Equipment Violation,35,N,W,M,True
True,stratford,stratford,V,30225,True,I,Registration,23,N,W,F,False
False,norwalk,norwalk,V,100000243,False,C,Defective Lights,22,N,B,M,True
False,east windsor,east windsor,V,155,False,I,Other,66,N,W,M,False
False,new haven,new haven,V,354,False,C,Stop Sign,46,N,B,M,False
False,uconn,storrs,E,484,True,C,Display of Plates,24,N,W,M,False
True,new haven,new haven,V,139,False,O,Other,27,H,W,M,True
False,state police,brookfield          ,V,1000002747,False,O,Seatbelt,48,N,B,M,False
False,wethersfield,wethersfield,V,RGM0161,False,C,Display of Plates,19,N,W,M,False
True,east hartford,east hartford,V,JMK0326,True,C,Administrative Offense,21,N,B,F,False
False,west hartford,west hartford       ,V,1000002052,True,C,Cell Phone,43,N,W,F,False
False,state police,mansfield           ,V,1000002097,True,O,Display of Plates,23,H,B,M,True
True,rocky hill,rocky hill,V,JLF0213,True,C,Cell Phone,51,N,W,F,True
False,west hartford,west hartford       ,V,1000002108,True,C,Other,29,N,W,M,False
True,stratford,stratford,V,30190,True,C,Moving Violation,19,N,W,M,False
True,csp troop g,bridgeport,V,119974171,False,O,Moving Violation,27,N,W,M,False
False,stratford,stratford,V,30233,True,O,Moving Violation,35,N,B,M,True
True,csp troop a,southbury,I,1000003764,True,C,Other,43,N,W,M,True
True,wallingford,wallingford,E,230,True,O,Window Tint,32,N,W,M,False
True,stratford,stratford,V,10165,True,O,Seatbelt,34,N,B,M,True
True,csp troop k,east haddam,V,1000003671,True,O,Display of Plates,61,N,W,M,False
False,stratford,stratford,I,30126,True,I,Seatbelt,23,N,B,M,True
False,greenwich,chickahominy        ,V,120000092,True,O,Moving Violation,22,H,W,M,False
True,greenwich,chickahominy,V,120000219,True,O,Administrative Offense,25,H,W,M,False
True,state police,danbury,V,790642042,False,C,Speed Related,34,H,W,M,False
True,hartford,hartford,I,665,True,C,Moving Violation,62,H,W,M,True
True,west hartford,west hartford       ,V,1000002101,True,O,Moving Violation,32,N,B,M,True
False,watertown,oakville,V,1000223,True,C,Moving Violation,24,N,W,M,False
False,greenwich,greenwich           ,I,4121,True,C,Stop Sign,17,M,B,M,True
False,danbury,danbury,V,10616,True,I,Registration,54,N,W,M,True
False,west hartford,west hartford       ,V,100318,False,C,Suspended License,41,N,W,M,True
False,csp troop a,danbury,V,790642042,False,C,Administrative Offense,54,N,W,M,True
True,west hartford,west hartford,V,1000002139,True,N,Moving Violation,29,H,W,M,False
True,glastonbury,glastonbury,V,JMC0418,False,I,Stop Sign,22,H,W,M,False
False,norwalk,norwalk,E,100000187,True,O,Registration,17,H,W,M,False
True,stamford,stamford,V,8S2,True,N,Traffic Control Signal,57,N,W,M,True
False,greenwich,greenwich,V,7182,True,C,Speed Related,20,N,A,M,True
False,old saybrook,old saybrook,V,23,True,O,Registration,26,N,W,F,False
True,east windsor,east windsor,V,DDL0188,False,O,Suspended License,27,N,W,M,True
True,new britain,new britain,E,MPS0474,True,O,Seatbelt,17,N,W,M,False
True,vernon,vernon,V,623,True,C,Moving Violation,24,N,B,M,False
True,bridgeport,bridgeport,V,HAR0158,False,I,Speed Related,56,N,B,M,True
False,east hartford,east hartford,V,JJF0297,True,O,Defective Lights,55,N,B,F,False
False,norwich,norwich,V,1051,False,I,Speed Related,45,N,W,F,True
True,enfield,enfield,V,103,False,O,Moving Violation,29,N,W,M,False
False,enfield,enfield,V,10,False,O,Defective Lights,20,N,B,M,False
False,wethersfield,wethersfield,V,250039,False,C,STC Violation,33,H,W,F,True
False,fairfield,fairfield,V,100000928,True,C,Administrative Offense,31,N,W,M,True
False,west haven,west haven,I,1210,True,O,Other,30,N,W,M,False
False,north haven,north haven,V,100000218,True,O,Registration,24,N,W,M,False
False,bridgeport,bridgeport,V,TOP0206,True,C,Stop Sign,57,N,B,M,True
False,wallingford,wallingford,V,P049,True,O,Speed Related,21,H,W,M,True
False,waterbury,waterbury,E,2087,True,I,Other,23,N,B,F,True
True,south windsor,south windsor,E,1214,False,I,Display of Plates,75,N,W,M,True
True,north haven,north haven,V,100000230,True,I,Other,39,N,B,M,False
False,csp troop b,winchester,I,1000002726,True,O,Administrative Offense,31,N,B,M,True
True,waterbury,waterbury,E,1000349,True,I,Defective Lights,28,H,W,M,True
False,glastonbury,glastonbury,V,SCC0425,True,I,Moving Violation,71,N,W,M,True
False,west hartford,west hartford,V,100280,False,O,Other,12,N,W,M,True
False,danbury,danbury,V,1000493,False,I,Registration,35,N,W,M,True
True,naugatuck,naugatuck,V,PL39,True,C,Equipment Violation,15,N,W,M,True
True,enfield,enfield,V,32,True,O,Stop Sign,21,H,W,M,False
True,new haven,new haven,V,6505,False,C,Registration,56,N,B,M,False
True,csp troop g,westport,V,1000002748,False,C,Registration,38,H,W,M,False
True,winsted,winchester,V,1150,True,O,Other,40,N,W,M,True
False,trumbull,trumbull,E,5106,False,O,Defective Lights,17,N,B,M,False
False,csp troop h,middletown,I,1000003156,False,O,Other,48,N,W,M,False
True,csp troop g,bridgeport,V,1000002958,True,I,Speed Related,29,H,B,F,True
False,state police,haddam              ,V,159668340,False,O,Other/Error,44,N,W,M,False
False,milford,milford,V,50,False,O,Other,33,N,B,M,False
True,csp troop g,bridgeport,V,1000002702,True,O,Moving Violation,36,N,W,M,True
True,new milford,new milford,V,419,False,O,Seatbelt,19,N,W,M,True
False,csp troop i,wallingford,V,447203558,False,O,Speed Related,14,N,W,M,False
False,middletown,middletown,V,165,True,O,Speed Related,44,N,W,M,True
True,norwalk,norwalk             ,E,100000232,True,C,Other,39,N,W,M,False
False,torrington,torrington,E,026,False,I,Defective Lights,57,N,W,M,True
False,stratford,stratford,E,30233,False,I,Defective Lights,29,N,B,M,True
True,wethersfield,wethersfield,V,542,False,O,Administrative Offense,50,H,W,F,False
False,state police,stafford            ,V,1000002715,True,C,Seatbelt,26,H,W,M,False
True,windsor locks,windsor locks,V,63,True,I,Cell Phone,44,N,W,F,False
True,danbury,danbury             ,V,10606,False,I,Suspended License,37,N,B,F,True
False,farmington,farmington,V,372,True,I,Moving Violation,48,N,W,M,True
False,wallingford,wallingford,V,231,True,O,Defective Lights,66,N,W,M,False
False,norwich,norwich,V,1010,True,C,Defective Lights,22,H,W,M,True
False,stratford,stratford,V,30124,False,I,Administrative Offense,17,N,W,M,True
True,willimantic,willimantic,I,336,False,O,Moving Violation,28,H,W,M,True
False,rocky hill,rocky hill,V,1095410,True,C,Speed Related,52,N,W,F,False
True,csp troop d,killingly,V,117829510,False,C,Registration,24,N,W,F,False
False,vernon,vernon              ,E,570,False,C,Display of Plates,47,N,W,M,False
True,west hartford,hartford            ,V,1000002072,True,O,Defective Lights,28,N,B,M,False
False,westport,westport,V,PSC20044,False,O,Speed Related,27,N,B,M,False
True,plainville,plainville,V,PH4976,False,O,Registration,29,N,B,M,False
False,groton town,groton,E,MARTA,True,O,Defective Lights,25,N,W,M,False
False,waterbury,waterbury,V,2387,False,I,Display of Plates,36,N,B,F,True
True,csp troop f,essex,E,1000002969,False,C,Equipment Violation,29,N,W,M,True
False,fairfield,fairfield,E,100000962,True,C,Defective Lights,26,N,W,M,False
False,bristol,bristol,V,120000090,False,C,Moving Violation,38,N,W,F,False
False,east hartford,east hartford,V,194,False,C,Seatbelt,10,N,W,M,False
True,enfield,enfield,E,124,False,C,Defective Lights,24,N,W,F,True
True,ansonia,ansonia,V,100000195,True,C,Moving Violation,15,N,W,M,False
False,seymour,seymour,V,343,True,I,Suspended License,20,N,W,F,False
False,waterbury,waterbury,V,1083,False,I,Stop Sign,23,N,B,F,False
True,cheshire,cheshire,V,37,False,C,Administrative Offense,24,N,B,F,True
False,csp troop g,westport,V,1000003472,False,O,Speed Related,18,H,B,M,False
True,stratford,stratford,V,30252,True,I,Defective Lights,27,H,W,M,False
False,norwich,norwich,I,1040,False,O,Registration,33,N,B,M,True
False,watertown,watertown,V,1177,True,O,Moving Violation,24,N,W,M,False
False,state police,colchester          ,V,1000002851,True,I,Other/Error,43,N,W,F,False
True,seymour,seymour,V,345,True,O,Moving Violation,30,N,B,M,False
True,csp troop a,waterbury,V,1000003363,False,O,Registration,32,N,W,F,False
True,groton town,groton,E,PSC21981,True,C,Window Tint,29,N,B,M,True
False,west haven,west haven,V,1225,False,N,Defective Lights,60,H,W,M,False
False,danbury,danbury,V,10502,True,I,Registration,35,N,W,F,False
True,orange,orange,V,HJP5140,False,I,Moving Violation,31,N,B,M,False
False,monroe,monroe,V,1000093,True,O,Defective Lights,33,N,W,M,True
False,new haven,new haven,E,1746,True,O,Display of Plates,31,N,B,M,False
True,plainville,plainville,V,BCB2685,False,O,Registration,26,N,W,M,False
False,new haven,new haven,V,271,False,O,Other,27,H,B,M,True
True,windsor locks,windsor locks,V,206,False,I,Administrative Offense,21,N,B,F,True
False,state police,lisbon              ,V,1000002938,True,C,Traffic Control Signal,21,N,W,M,False
True,windsor,windsor,E,215,True,I,Defective Lights,24,N,B,M,False
False,milford,milford,E,295,True,C,Other,28,N,W,M,False
True,csp troop e,montville,V,175841017,True,O,Speed Related,28,N,W,F,False
True,state police,lebanon,V,1000002719,False,C,Speed Related,24,N,W,M,True
False,new haven,new haven,V,6507,False,C,Moving Violation,31,N,B,M,False
True,stratford,stratford,V,10083,False,C,Registration,42,N,W,M,False
False,bloomfield,bloomfield          ,V,136,False,I,Defective Lights,50,N,W,M,True
True,west hartford,west hartford,V,1000002108,False,C,Moving Violation,17,N,W,F,True
True,csp troop e,griswold,V,1000003527,False,O,Other,21,N,W,M,True
False,east hartford,east hartford,V,CMD0333,False,C,Other,30,N,W,M,False
True,branford,branford,I,118,True,N,Other,25,N,W,M,True
False,vernon,vernon,E,590,True,C,Defective Lights,19,N,W,M,False
True,naugatuck,naugatuck,V,PL20,False,I,Speed Related,47,N,B,F,True
True,south windsor,south windsor,I,JDR0191,False,O,Other,16,N,B,F,True
False,westport,westport,V,PSC20059,True,O,Speed Related,29,H,W,F,False
False,norwalk,norwalk,V,100000277,True,O,Moving Violation,22,N,W,M,False
True,wethersfield,ngtn,V,250039,False,O,Registration,28,H,W,M,True
False,torrington,torrington,V,68,False,O,Stop Sign,20,N,W,M,False
True,stamford,stamford,V,1B,True,O,Window Tint,27,N,B,M,False
False,orange,orange,E,MB7896,True,O,Display of Plates,66,N,W,M,True
False,csp troop k,colchester,V,1000003030,True,O,Registration,21,N,W,F,True
True,new haven,new haven,E,30498,True,C,Display of Plates,34,N,B,M,True
False,old saybrook,old saybrook,V,10,False,O,Speed Related,10,N,B,M,False
True,west hartford,west hartford,V,1000002128,True,O,Administrative Offense,30,N,B,M,False
False,stratford,stratford,V,30233,False,C,Stop Sign,20,N,W,F,True
False,west haven,west haven,V,1194,False,N,Other,23,N,W,M,True
True,glastonbury,glastonbury,E,BJB0397,True,C,Defective Lights,23,H,W,M,True
True,willimantic,willimantic,I,182,True,C,Moving Violation,18,H,W,M,False
True,wallingford,wallingford,V,213,True,O,Registration,29,N,W,M,False
False,uconn,storrs,V,520,True,C,Stop Sign,18,N,W,M,False
False,new haven,new haven,V,6511,True,C,Window Tint,33,N,B,M,True
False,torrington,torrington,E,7,True,O,Defective Lights,46,N,W,M,True
True,csp troop k,lebanon,V,1000003194,True,O,Other,32,N,B,M,False
False,stratford,stratford           ,I,10169,True,C,Stop Sign,33,N,W,M,False
True,old saybrook,old saybrook,V,26,True,O,Seatbelt,39,N,W,M,True
True,manchester,manchester,V,RG5076,True,O,Registration,17,N,B,F,True
False,new canaan,new canaan,E,275,False,O,Window Tint,25,N,W,M,False
False,derby,derby,V,67,True,C,Stop Sign,20,H,W,M,True
True,glastonbury,glastonbury,E,NPC0399,False,O,Defective Lights,22,N,W,M,False
False,state police,new haven           ,V,1000002705,True,O,Registration,30,N,W,F,False
False,new britain,new britain,E,RO00406,False,O,Window Tint,27,H,W,M,False
True,suffield,suffield,V,114,True,O,Registration,17,N,W,F,False
False,state police,hebron              ,V,569478224,True,C,Registration,28,N,W,M,True
True,west hartford,west hartford       ,V,1000002101,True,C,Cell Phone,53,H,W,M,False
True,bridgeport,bridgeport,V,BEN0134,True,O,Speed Related,39,N,B,M,True
True,naugatuck,naugatuck,V,PL40,True,O,Stop Sign,32,N,W,M,True
False,glastonbury,glastonbury,V,DMG0380,True,I,Registration,26,N,W,M,False
False,waterford,waterford,V,52,True,C,Speed Related,16,N,W,M,True
False,fairfield,fairfield           ,V,100000707,False,C,Window Tint,49,N,W,F,False
False,derby,derby,V,43,True,C,Stop Sign,31,N,W,M,True
True,newington,newington,E,TG2627,True,C,Defective Lights,32,N,B,M,True
True,csp troop i,bethany,I,1000002761,False,C,Other,38,N,B,M,False
False,branford,branford            ,V,381,False,N,Registration,36,N,W,M,False
False,wethersfield,wethersfield,V,PJM0164,True,C,Moving Violation,33,N,B,M,True
False,wallingford,wallingford,V,PSC27059,True,O,Seatbelt,25,H,W,M,True
False,stratford,stratford,E,30339,False,O,Display of Plates,24,N,B,M,False
False,new haven,new haven,I,960,True,O,Window Tint,32,N,B,M,True
False,state police,tolland             ,I,1000003210,True,O,Other,25,N,W,M,True
True,bridgeport,bridgeport,V,338,True,C,Stop Sign,32,N,B,M,True
False,windsor,windsor,V,4030,False,I,Stop Sign,24,N,W,F,True
False,manchester,manchester,I,JBD5172,True,O,Other,38,H,W,F,False
True,enfield,enfield,V,58,True,I,Administrative Offense,68,N,W,M,True
True,vernon,vernon,V,625,True,C,Moving Violation,44,N,W,M,True
True,newtown,newtown,V,1366,False,O,Seatbelt,14,N,W,M,True
True,manchester,manchester,V,JBD5172,True,O,Window Tint,29,H,W,F,True
True,berlin,berlin,V,CAG2461,True,I,Speed Related,40,N,W,M,False
False,norwich,norwich,E,1044,True,C,Other,30,N,W,M,False
False,new haven,new haven,V,615,True,O,Other/Error,18,N,B,M,False
True,norwich,norwich,E,1030,True,C,Moving Violation,28,N,W,F,True
True,east hartford,east hartford,V,RWP0357,True,C,Window Tint,31,N,W,M,False
False,trumbull,trumbull,V,5079,True,O,Traffic Control Signal,32,N,W,M,True
False,stamford,stamford,V,3C NIGHTS,True,C,Seatbelt,27,H,W,M,False
False,new britain,new britain,V,RJC0458,False,C,Stop Sign,17,H,W,M,True
True,clinton,clinton,V,462,False,O,Display of Plates,31,N,W,F,True
True,vernon,vernon,V,601,True,O,Speed Related,28,N,W,M,True
False,state police,lisbon              ,V,965050435,True,O,Other,18,N,W,M,False
False,csp troop g,trumbull,V,1000003472,False,O,Moving Violation,23,H,W,M,False
False,old saybrook,old saybrook,E,35,True,C,Defective Lights,22,H,W,M,True
True,new haven,new haven,E,6533,True,C,Display of Plates,26,N,B,M,True
False,state police,montville           ,V,1000002546,True,C,Seatbelt,44,N,B,M,True
True,westport,westport,V,PSC20079,True,O,Speed Related,33,N,W,M,False
True,new haven,new haven,E,6505,False,O,Defective Lights,19,H,B,M,True
False,waterbury,waterbury,I,1558,True,I,Administrative Offense,17,H,W,M,False
False,wallingford,wallingford,V,P225,True,O,Traffic Control Signal,18,N,W,M,True
True,westport,westport,I,PSC20008,True,O,Other,32,H,W,F,False
False,new britain,new britain,I,SJO0418,False,O,Other,14,H,W,M,True
False,simsbury,simsbury,V,1060,False,O,Speed Related,21,N,W,M,False
False,glastonbury,glastonbury,V,NPC0399,True,I,Administrative Offense,59,N,W,M,False
False,east haven,east haven,V,100303,True,I,Registration,47,N,W,M,True
True,east hartford,east hartford,V,TVC0254,False,C,Speed Related,20,N,B,M,True
True,wilton,wilton              ,E,120000062,True,I,Defective Lights,27,N,W,F,True
False,willimantic,willimantic,V,262,False,O,Other,32,N,W,M,False
False,stratford,stratford,V,30252,True,O,Registration,25,N,B,M,False
False,state police,somers              ,V,1000003160,False,N,Stop Sign,24,N,W,M,True
True,torrington,torrington,V,068,True,N,Other,26,N,W,F,True
False,state police,sterling            ,V,1000003162,True,C,Other/Error,34,N,W,M,True
True,berlin,berlin,V,TJC2845,True,C,Administrative Offense,34,N,W,F,False
True,meriden,meriden,V,256,False,C,Speed Related,19,H,W,M,True
False,ansonia,ansonia,E,100000186,False,O,Display of Plates,18,N,B,M,True
True,waterbury,waterbury,V,1000349,True,C,Stop Sign,26,N,W,M,True
False,monroe,monroe,V,1000126,True,O,Speed Related,22,N,W,F,False
True,norwalk,norwalk,E,100000288,False,O,Window Tint,30,N,B,M,True
False,windsor,windsor,V,3788,False,I,Speed Related,31,N,B,M,False
False,new haven,new haven,V,6583,False,C,Seatbelt,31,H,W,M,False
True,middletown,middletown,V,163,False,C,Display of Plates,44,N,W,F,True
False,trumbull,trumbull,V,5102,True,O,Cell Phone,31,N,W,M,True
False,stonington,pawcatuck,V,25,False,O,Speed Related,19,N,W,M,False
True,newington,new britain,E,42,False,O,Administrative Offense,41,N,W,M,False
True,plymouth,terryville,V,21,True,O,Speed Related,20,N,W,M,False
False,milford,milford,I,982,True,C,Other,39,N,B,F,True
False,east hartford,east hartford,V,KJH0331,False,C,Window Tint,28,N,W,M,True
False,csp troop h,hartford,V,1000003525,True,C,Moving Violation,17,N,W,M,True
False,csp troop k,marlborough,V,1000002221,False,O,Other,22,H,W,M,False
False,greenwich,greenwich,V,101468,True,N,Other,62,N,W,M,True
False,vernon,vernon,V,625,False,C,Moving Violation,43,N,W,F,False
False,vernon,vernon,E,570,True,C,Defective Lights,18,N,W,M,False
False,norwalk,norwalk             ,E,100000243,False,O,Defective Lights,13,N,B,F,True
True,plainville,plainville,V,BCB2685,True,C,Moving Violation,46,N,W,M,True
True,csp troop g,bridgeport,V,1000002598,True,C,STC Violation,18,H,W,F,False
True,yale,new haven,V,32526,False,I,Administrative Offense,23,N,B,F,True
False,winsted,winsted,I,500,True,I,Other,13,N,W,F,True
True,new london,new london,V,PSC56074,False,O,Other,30,N,B,M,True
False,stamford,stamford,I,2B NIGHTS,True,C,Other,25,N,W,M,True
False,yale,new haven,V,1746,False,I,Moving Violation,24,H,W,M,True
True,csp troop h,wethersfield,I,1000001933,False,C,Other,23,N,W,F,True
False,darien,darien,V,1021,True,I,Display of Plates,30,N,B,M,False
False,yale,new haven,E,32534,True,I,Other,17,N,B,F,False
False,new haven,new haven,V,6551,True,C,Traffic Control Signal,34,N,B,M,False
False,wethersfield,wethersfield,V,551,True,O,Other,16,N,W,M,False
True,bristol,bristol             ,V,10167,True,C,Seatbelt,17,N,W,M,True
True,csp troop g,new haven,V,1000002347,False,C,Administrative Offense,20,N,B,M,False
True,west hartford,west hartford,V,1000002164,True,O,Moving Violation,35,H,W,M,False
True,enfield,enfield,V,MWORDEN,True,O,Speed Related,15,H,W,M,True
True,north haven,north haven         ,V,100000149,False,C,Traffic Control Signal,25,N,W,F,True
False,stamford,stamford,E,2B,False,O,Defective Lights,22,H,W,M,True
True,willimantic,windham,V,319,True,N,Speed Related,51,N,B,M,True
False,east hartford,east hartford,E,CAT0330,False,O,Window Tint,22,N,B,M,True
True,stratford,stratford,E,30252,True,I,Window Tint,26,N,B,M,True
False,state police,branford            ,V,593650992,False,N,Moving Violation,54,N,W,M,False
True,westport,westport,V,PSC20025,True,C,Traffic Control Signal,33,N,W,M,True
False,hartford,hartford,E,1001,False,O,Defective Lights,23,H,W,M,False
False,manchester,manchester,E,DJR5294,True,O,Defective Lights,23,N,B,M,False
True,vernon,vernon,V,617,True,C,Moving Violation,24,N,W,F,True
True,east hartford,east hartford,V,CAT0330,False,O,Other,13,H,W,M,True
False,csp troop l,burlington,V,1000003198,True,O,Registration,29,N,W,M,False
False,milford,milford,E,517,True,I,Defective Lights,32,H,W,M,True
True,csp troop l,woodbury,V,1000003696,True,C,Speed Related,25,N,W,M,True
True,east hartford,east hartford,V,WCW0264,False,C,Speed Related,29,H,W,F,True
True,stratford,stratford,V,30228,True,I,Moving Violation,24,N,W,M,True
False,wilton,wilton,E,120000064,True,O,Defective Lights,25,N,B,M,True
False,csp troop i,hamden,V,1000003165,False,C,STC Violation,44,H,W,F,False
True,clinton,clinton,V,451,True,O,Cell Phone,13,N,W,F,True
True,waterbury,waterbury,V,1076,False,I,Administrative Offense,64,N,B,M,False
False,norwalk,norwalk             ,E,100000224,True,I,Defective Lights,37,N,B,M,False
False,newington,newington,V,MHB2612,True,I,Administrative Offense,14,N,A,M,True
False,west hartford,west hartford,V,1000002042,False,C,Moving Violation,29,N,W,M,False
True,farmington,farmington          ,V,372,False,O,Moving Violation,42,N,W,M,False
True,vernon,vernon,E,625,True,C,Equipment Violation,27,N,B,M,False
False,danbury,danbury,V,10502,False,I,Cell Phone,42,N,W,F,False
True,newington,newington,V,207,False,O,Registration,35,H,W,F,True
False,waterbury,waterbury,V,2098,False,I,Administrative Offense,26,H,W,M,True
False,state police,colchester          ,I,1000002851,False,O,Seatbelt,19,N,B,M,True
True,wallingford,wallingford,V,P173    ,True,O,Other,42,N,W,M,False
True,ridgefield,ridgefield,V,1000184,True,O,Defective Lights,18,N,W,M,False
True,stamford,stamford,V,23342/23344,True,I,Traffic Control Signal,40,H,W,M,True
False,norwalk,norwalk             ,E,100000187,False,C,Registration,37,M,W,M,False
False,berlin,berlin,V,RLC2567,True,I,Speed Related,25,H,W,F,False
False,middletown,middletown,V,232,False,C,Speed Related,24,N,W,F,False
True,east windsor,east windsor,I,188,False,O,Suspended License,32,N,B,M,False
False,new haven,new haven,V,6524,False,O,Defective Lights,20,N,B,M,True
True,berlin,berlin,E,DAI2851,True,C,Defective Lights,21,N,B,M,False
False,willimantic,willimantic,V,319,True,N,Stop Sign,19,M,W,F,True
False,west hartford,west hartford,I,1000002101,True,O,Other,31,N,B,M,False
False,csp troop d,canterbury,V,576972724,True,C,Other,36,N,W,M,False
True,stratford,stratford,V,10165,True,O,Registration,48,N,W,F,False
False,west hartford,west hartford       ,V,1000002108,True,O,Display of Plates,24,N,W,M,False
False,berlin,berlin,V,CAG2461,False,O,Cell Phone,59,N,W,M,True
True,manchester,manchester,V,JPJ5139,True,O,Speed Related,32,N,B,M,True
False,derby,derby,V,73,True,I,Registration,29,H,W,M,False
False,ansonia,ansonia,V,100000217,True,C,Defective Lights,26,N,W,M,False
True,new haven,new haven,E,281,True,N,Display of Plates,15,N,B,M,False
