StatuteReason,SubjectAge,InterventionDateTime,ContrabandIndicator
Speed Related,40.0,08/26/2016 06:01:48 PM,True
Other,24.0,03/12/2014 08:45:00 PM,True
Traffic Control Signal,20.0,03/08/2015 01:00:00 AM,False
Speed Related,22.0,02/02/2014 12:17:00 AM,False
STC Violation,28.0,09/18/2017 11:56:00 PM,False
Speed Related,37.0,11/15/2017 10:16:00 AM,False
Window Tint,28.0,07/01/2016 12:03:00 PM,False
Moving Violation,50.0,07/02/2016 02:16:00 AM,True
Moving Violation,52.0,03/18/2015 01:28:00 AM,False
Speed Related,19.0,10/01/2016 02:56:00 PM,True
Administrative Offense,28.0,01/26/2018 05:59:00 PM,False
Defective Lights,31.0,04/14/2014 02:13:00 AM,True
Speed Related,38.0,12/13/2014 06:04:00 PM,False
Other/Error,24.0,01/07/2015 06:24:00 AM,True
Display of Plates,35.0,03/19/2017 02:08:00 AM,True
Registration,20.0,09/12/2016 12:34:09 AM,False
Seatbelt,67.0,03/13/2017 06:31:00 PM,False
Other/Error,51.0,12/13/2014 06:35:00 PM,False
Other,45.0,05/29/2014 04:22:00 PM,False
Administrative Offense,24.0,03/13/2016 09:05:00 PM,False
Speed Related,23.0,08/30/2014 05:56:00 PM,True
Defective Lights,27.0,03/15/2015 08:56:00 AM,False
Defective Lights,24.0,06/23/2017 08:54:00 PM,False
Traffic Control Signal,43.0,10/03/2016 09:54:00 PM,False
Registration,28.0,03/26/2016 07:48:36 PM,False
Display of Plates,35.0,11/15/2017 06:01:00 PM,True
Defective Lights,21.0,10/12/2017 10:15:00 PM,False
Window Tint,20.0,09/28/2017 04:12:00 PM,True
Stop Sign,46.0,02/06/2014 08:00:00 PM,True
Administrative Offense,27.0,06/26/2017 03:11:00 PM,False
Display of Plates,23.0,03/06/2014 08:24:00 PM,False
Stop Sign,34.0,09/20/2017 01:51:00 AM,False
Defective Lights,48.0,11/21/2015 12:49:00 AM,False
Moving Violation,23.0,03/31/2014 12:50:00 AM,False
Other,23.0,05/24/2017 10:42:00 PM,True
Window Tint,27.0,06/05/2017 06:54:00 PM,False
Other,18.0,12/29/2013 01:15:00 AM,True
Seatbelt,20.0,05/29/2016 07:18:19 AM,False
Cell Phone,19.0,01/11/2016 03:09:00 AM,False
Speed Related,19.0,05/13/2018 06:09:00 PM,False
Stop Sign,28.0,10/19/2013 11:55:00 PM,True
Seatbelt,24.0,03/04/2018 04:57:00 PM,False
Other/Error,58.0,02/12/2015 01:18:00 AM,False
Administrative Offense,45.0,10/30/2015 09:12:57 PM,False
Speed Related,24.0,04/15/2017 11:30:00 PM,False
Other,31.0,09/20/2014 02:34:00 AM,False
Registration,22.0,08/11/2014 05:29:00 PM,False
Traffic Control Signal,40.0,02/02/2017 05:29:00 PM,False
Registration,42.0,01/20/2015 08:32:00 AM,False
Seatbelt,24.0,08/15/2017 04:08:00 PM,False
Registration,54.0,08/16/2014 05:44:00 PM,False
Speed Related,54.0,05/31/2016 12:08:00 AM,True
Seatbelt,30.0,12/08/2015 09:35:00 PM,True
Registration,20.0,08/07/2016 08:14:34 PM,False
Speed Related,23.0,04/10/2014 08:30:00 PM,False
Registration,39.0,08/24/2016 08:05:48 PM,False
Moving Violation,43.0,11/14/2014 11:15:00 AM,False
Window Tint,27.0,11/11/2014 01:59:00 PM,False
Other,18.0,05/21/2014 10:19:00 PM,False
Speed Related,23.0,05/07/2018 06:58:00 PM,False
Other,35.0,04/09/2017 07:19:00 PM,False
Defective Lights,18.0,03/29/2018 12:04:00 AM,True
Defective Lights,19.0,03/04/2014 12:00:00 AM,False
Other/Error,27.0,10/29/2014 05:18:00 PM,False
Defective Lights,59.0,11/09/2015 01:30:00 AM,False
Unlicensed Operation,19.0,08/07/2017 12:37:00 AM,False
Speed Related,32.0,04/18/2018 11:07:00 AM,False
Display of Plates,23.0,04/14/2018 05:57:00 PM,True
Defective Lights,26.0,02/20/2016 08:07:00 PM,False
Other,31.0,01/15/2014 12:25:00 AM,True
Defective Lights,32.0,01/05/2017 12:00:00 AM,True
Registration,28.0,04/02/2016 06:14:00 PM,False
Stop Sign,21.0,03/16/2015 08:12:00 PM,True
Registration,36.0,04/14/2018 10:05:00 PM,False
Administrative Offense,28.0,03/19/2017 05:45:00 PM,False
Other,22.0,02/15/2018 05:15:00 PM,False
Other,35.0,06/07/2017 02:58:00 AM,False
Other/Error,25.0,01/09/2015 06:37:00 PM,False
Seatbelt,24.0,03/03/2017 05:30:00 PM,False
Registration,23.0,10/28/2016 06:33:00 PM,False
Moving Violation,21.0,11/19/2016 01:13:00 AM,False
Speed Related,24.0,01/14/2016 01:47:00 AM,False
Speed Related,20.0,02/03/2017 02:52:00 PM,True
Defective Lights,43.0,02/17/2015 06:33:00 PM,False
Defective Lights,27.0,12/30/2016 11:33:00 PM,False
Moving Violation,36.0,01/20/2018 12:41:00 AM,False
Cell Phone,18.0,04/25/2016 02:50:56 PM,False
Registration,30.0,04/01/2016 04:13:00 AM,True
Display of Plates,17.0,09/04/2014 01:27:00 PM,False
Registration,60.0,12/13/2017 11:47:00 AM,False
Speed Related,25.0,05/01/2018 08:00:00 AM,True
Moving Violation,22.0,08/19/2014 03:23:00 AM,False
Speed Related,25.0,03/16/2016 11:01:43 PM,True
Defective Lights,45.0,10/07/2016 01:57:00 AM,False
Registration,35.0,03/10/2018 05:05:00 PM,False
Registration,39.0,02/24/2017 05:08:00 PM,False
Defective Lights,19.0,12/12/2013 12:20:00 AM,True
Registration,21.0,11/12/2017 01:16:00 AM,False
Other/Error,33.0,12/13/2014 01:54:00 AM,True
Moving Violation,42.0,01/26/2018 11:41:00 PM,False
Other,24.0,12/11/2013 07:25:00 PM,True
Other,33.0,03/01/2016 12:44:35 PM,False
Equipment Violation,26.0,11/05/2014 05:44:00 PM,True
Moving Violation,20.0,02/08/2014 04:17:00 PM,True
Moving Violation,30.0,01/10/2017 12:07:00 AM,False
Seatbelt,50.0,01/31/2018 09:06:00 AM,False
Registration,32.0,09/09/2017 09:10:00 AM,False
Speed Related,35.0,04/15/2016 07:29:02 PM,False
Stop Sign,38.0,03/20/2018 09:52:00 AM,False
Administrative Offense,28.0,07/21/2017 06:41:00 PM,True
Other,57.0,11/10/2013 04:30:00 PM,True
Traffic Control Signal,23.0,12/22/2013 03:43:00 AM,False
Stop Sign,22.0,02/07/2016 10:26:00 PM,False
Registration,33.0,05/13/2017 10:01:00 AM,False
Traffic Control Signal,20.0,03/27/2017 11:40:00 PM,True
Defective Lights,25.0,12/27/2016 08:59:00 AM,False
Other,19.0,12/12/2013 11:25:00 AM,False
Defective Lights,52.0,09/19/2014 08:12:00 PM,False
Display of Plates,28.0,08/15/2016 01:23:17 AM,False
Registration,47.0,11/01/2014 09:31:00 AM,False
Speed Related,23.0,09/25/2017 08:30:00 AM,True
Stop Sign,18.0,04/29/2018 01:23:00 PM,True
Cell Phone,72.0,07/23/2014 06:07:00 PM,False
Other,23.0,02/26/2018 03:53:00 PM,False
Cell Phone,19.0,04/06/2018 10:20:00 AM,True
Stop Sign,64.0,03/13/2016 09:20:00 AM,True
Other,50.0,04/16/2014 09:19:00 AM,True
Display of Plates,46.0,02/14/2016 01:45:49 PM,False
Window Tint,50.0,12/12/2014 05:10:00 PM,False
Administrative Offense,32.0,01/15/2016 01:11:32 PM,False
Other,38.0,04/17/2018 11:41:00 AM,True
Display of Plates,28.0,10/09/2014 04:17:00 PM,False
Other,22.0,12/22/2017 09:01:00 AM,True
Display of Plates,18.0,12/12/2017 11:04:00 PM,True
Speed Related,31.0,12/15/2017 04:01:00 PM,True
Defective Lights,23.0,10/14/2017 03:54:00 PM,False
Stop Sign,24.0,07/28/2016 05:14:00 PM,False
Moving Violation,23.0,12/08/2015 11:56:00 PM,True
Administrative Offense,23.0,03/31/2018 09:09:00 PM,False
Speed Related,20.0,09/05/2016 09:31:00 PM,False
Display of Plates,38.0,06/30/2014 01:15:00 AM,False
Administrative Offense,22.0,11/15/2017 05:19:00 PM,False
Moving Violation,21.0,11/02/2013 06:37:00 PM,False
Speed Related,23.0,04/22/2018 09:05:00 AM,True
Cell Phone,50.0,07/24/2014 03:46:00 PM,False
Registration,23.0,11/05/2013 07:00:00 AM,True
Other,27.0,06/15/2017 09:20:00 PM,False
Other,38.0,05/26/2017 08:37:00 PM,True
Registration,23.0,02/18/2018 07:08:00 PM,False
Moving Violation,27.0,05/09/2017 01:59:00 AM,False
Moving Violation,26.0,03/26/2015 01:03:00 PM,False
Moving Violation,35.0,02/20/2018 08:07:00 PM,True
Defective Lights,19.0,06/24/2014 10:57:00 AM,True
Moving Violation,29.0,03/07/2014 10:11:00 PM,True
Moving Violation,57.0,10/24/2014 03:53:00 AM,False
Moving Violation,39.0,04/28/2016 02:26:49 PM,False
Other,26.0,03/23/2018 02:49:00 AM,False
Administrative Offense,66.0,02/25/2016 11:53:00 AM,False
Moving Violation,40.0,12/27/2013 08:35:00 PM,False
Defective Lights,19.0,03/31/2018 01:59:00 AM,False
Defective Lights,29.0,09/26/2014 05:50:00 PM,False
Other/Error,56.0,12/11/2014 11:20:00 AM,False
Display of Plates,24.0,04/01/2016 07:38:00 PM,False
Other,22.0,02/23/2018 10:11:00 PM,False
Other,40.0,04/30/2016 08:07:01 PM,False
Cell Phone,20.0,02/16/2017 11:03:00 AM,True
Moving Violation,70.0,02/20/2015 12:56:00 AM,False
Moving Violation,24.0,03/06/2014 07:07:00 PM,True
Administrative Offense,24.0,02/23/2017 01:57:00 AM,True
Display of Plates,22.0,10/29/2015 08:17:29 PM,False
Window Tint,27.0,10/11/2016 07:59:00 PM,False
Other,21.0,02/01/2017 04:07:00 PM,True
Registration,19.0,09/10/2017 01:33:00 AM,False
Other/Error,30.0,03/11/2015 08:22:00 PM,False
Moving Violation,59.0,05/09/2017 10:01:00 PM,False
Window Tint,34.0,07/04/2016 12:21:00 PM,False
Seatbelt,29.0,03/11/2017 09:01:00 PM,False
Seatbelt,17.0,03/28/2014 12:00:00 AM,False
Speed Related,32.0,03/10/2017 12:45:00 AM,False
Cell Phone,45.0,08/19/2014 02:12:00 PM,False
Seatbelt,57.0,09/13/2014 11:05:00 AM,False
Suspended License,28.0,01/28/2015 07:48:00 PM,False
Administrative Offense,19.0,11/03/2015 12:11:00 PM,True
Defective Lights,50.0,11/10/2015 09:14:45 PM,False
Other/Error,22.0,01/12/2015 10:32:00 PM,False
Other,27.0,04/06/2018 06:40:00 PM,False
Display of Plates,23.0,09/25/2014 12:53:00 AM,False
Window Tint,23.0,04/22/2016 12:53:00 PM,False
Defective Lights,26.0,06/27/2017 12:09:00 AM,True
Speed Related,26.0,12/10/2015 02:56:05 AM,False
Other,20.0,12/13/2013 12:11:00 AM,False
Suspended License,19.0,02/10/2014 09:46:00 AM,True
Administrative Offense,54.0,02/23/2018 10:05:00 PM,False
Stop Sign,22.0,08/10/2016 09:24:50 PM,False
Moving Violation,20.0,06/21/2016 06:06:54 PM,True
Administrative Offense,40.0,09/30/2016 05:30:54 PM,False
Moving Violation,18.0,09/02/2017 01:05:00 AM,True
Other,32.0,06/19/2016 01:06:52 AM,False
Speed Related,30.0,07/20/2014 01:11:00 AM,False
Defective Lights,20.0,01/24/2016 10:42:50 PM,False
Defective Lights,28.0,05/30/2016 01:53:33 AM,False
Other,19.0,05/31/2017 08:38:00 PM,False
Administrative Offense,48.0,03/24/2018 01:02:00 PM,True
Defective Lights,18.0,03/03/2018 09:13:00 PM,True
Display of Plates,20.0,07/03/2016 04:36:49 AM,False
Seatbelt,19.0,06/03/2016 07:20:10 PM,True
Suspended License,27.0,02/01/2014 03:52:00 PM,False
Stop Sign,21.0,12/21/2016 06:03:00 PM,False
Window Tint,21.0,03/25/2015 01:37:00 AM,False
Speed Related,28.0,02/11/2014 08:00:00 PM,False
Other,24.0,06/26/2014 11:40:00 AM,False
Defective Lights,37.0,02/25/2018 01:19:00 AM,False
Traffic Control Signal,30.0,11/14/2013 04:20:00 PM,False
Traffic Control Signal,25.0,01/18/2014 02:19:00 AM,False
Suspended License,21.0,11/16/2013 01:59:00 PM,False
Registration,22.0,11/07/2017 12:25:00 PM,False
Registration,19.0,07/23/2016 08:02:35 PM,False
Moving Violation,26.0,08/27/2017 01:37:00 AM,False
Display of Plates,27.0,11/02/2017 01:48:00 PM,False
Display of Plates,35.0,05/15/2018 04:35:00 PM,True
Window Tint,20.0,04/01/2014 01:46:00 AM,False
Other,31.0,07/21/2014 03:47:00 PM,False
Other,23.0,12/24/2017 10:28:00 PM,True
STC Violation,36.0,10/18/2016 03:39:00 AM,False
Speed Related,37.0,04/20/2018 06:40:00 PM,False
Defective Lights,19.0,09/14/2014 12:19:00 AM,True
Registration,20.0,06/18/2016 07:03:00 PM,True
Moving Violation,29.0,07/30/2016 05:17:06 PM,True
Other,43.0,12/07/2013 07:55:00 PM,False
Other,19.0,07/05/2017 07:25:00 PM,False
Defective Lights,29.0,03/04/2018 10:27:00 PM,False
Defective Lights,31.0,11/14/2016 04:55:00 PM,False
Display of Plates,35.0,12/04/2016 12:09:00 PM,True
Stop Sign,26.0,08/25/2017 09:35:00 AM,False
Stop Sign,25.0,04/18/2014 07:45:00 PM,False
Other,18.0,10/11/2013 02:32:00 AM,True
Other,30.0,04/06/2017 08:57:00 PM,True
Speed Related,21.0,05/16/2017 12:54:00 AM,False
Defective Lights,36.0,02/16/2017 09:07:00 PM,True
Moving Violation,22.0,01/20/2014 02:15:00 AM,True
Administrative Offense,21.0,03/12/2018 04:17:00 PM,False
Defective Lights,26.0,07/21/2014 10:26:00 PM,True
Window Tint,25.0,08/03/2016 10:48:00 AM,True
Stop Sign,20.0,02/27/2018 01:50:00 AM,False
Other,60.0,09/20/2014 07:54:00 PM,False
Display of Plates,18.0,11/30/2014 02:08:00 AM,True
Defective Lights,38.0,02/23/2016 10:00:00 PM,True
Other,20.0,05/18/2017 07:28:00 PM,True
Registration,22.0,02/20/2016 06:18:00 PM,False
Registration,24.0,03/01/2016 09:05:18 AM,False
Defective Lights,18.0,01/14/2016 12:40:45 AM,False
Moving Violation,25.0,01/28/2017 06:38:00 PM,False
Speed Related,20.0,04/27/2016 01:06:00 AM,True
Registration,21.0,03/04/2018 02:57:00 AM,True
Display of Plates,28.0,12/30/2014 04:30:00 PM,False
Traffic Control Signal,35.0,01/25/2014 06:41:00 PM,False
Defective Lights,27.0,02/19/2017 07:17:00 PM,False
Speed Related,19.0,11/23/2017 11:20:00 PM,False
Defective Lights,19.0,03/25/2014 01:43:00 AM,False
Moving Violation,21.0,11/15/2015 07:03:00 PM,True
Registration,44.0,02/07/2018 07:18:00 PM,False
Defective Lights,20.0,10/05/2015 09:31:44 PM,True
Other,33.0,05/25/2017 07:22:00 PM,True
Other,43.0,11/09/2013 02:47:00 AM,True
Other,26.0,05/04/2014 07:44:00 PM,False
Moving Violation,46.0,11/17/2017 06:19:00 PM,False
Speed Related,33.0,03/09/2017 09:42:00 AM,False
Window Tint,36.0,06/29/2016 02:13:47 PM,True
Registration,29.0,09/18/2014 09:10:00 AM,False
Defective Lights,26.0,03/11/2016 08:37:06 PM,True
Moving Violation,22.0,05/03/2014 09:38:00 PM,True
Administrative Offense,38.0,12/22/2015 09:39:00 PM,False
STC Violation,28.0,01/01/2016 10:44:43 PM,False
Other,22.0,01/26/2018 11:38:00 PM,True
Traffic Control Signal,21.0,12/06/2015 08:06:40 PM,True
Registration,39.0,01/02/2018 10:38:00 PM,False
Display of Plates,25.0,01/03/2018 03:21:00 PM,False
Speed Related,20.0,12/12/2014 11:34:00 PM,True
Registration,27.0,09/28/2016 10:26:00 AM,False
Moving Violation,22.0,02/12/2017 12:48:00 AM,True
Window Tint,24.0,10/08/2014 11:41:00 PM,False
Speed Related,23.0,02/28/2014 01:55:00 AM,False
Speed Related,22.0,01/31/2017 08:25:00 AM,False
Registration,55.0,01/30/2017 11:43:00 AM,False
Registration,36.0,02/12/2016 10:06:34 AM,False
Speed Related,42.0,12/27/2013 10:31:00 AM,False
Display of Plates,46.0,08/12/2014 09:26:00 PM,True
Traffic Control Signal,23.0,08/22/2016 08:57:00 AM,False
Administrative Offense,41.0,12/11/2017 11:32:00 AM,False
Speed Related,46.0,04/30/2017 12:19:00 PM,True
Other,18.0,01/03/2014 05:19:00 PM,True
Speed Related,28.0,04/21/2016 08:02:41 PM,True
Speed Related,24.0,02/23/2015 11:58:00 AM,False
Defective Lights,32.0,05/19/2017 02:56:00 AM,False
Defective Lights,30.0,10/24/2013 09:29:00 PM,False
Moving Violation,31.0,11/27/2017 12:25:00 AM,False
Other,19.0,05/13/2018 06:45:00 PM,False
Moving Violation,57.0,10/28/2017 07:41:00 PM,False
Stop Sign,44.0,04/08/2014 09:17:00 PM,False
Defective Lights,20.0,01/02/2018 09:15:00 PM,True
Defective Lights,45.0,02/08/2018 12:54:00 AM,False
Moving Violation,40.0,03/19/2017 02:48:00 AM,True
Moving Violation,20.0,02/15/2018 01:01:00 AM,True
Other,21.0,08/25/2016 02:33:06 AM,True
Display of Plates,20.0,05/12/2018 07:21:00 PM,False
Display of Plates,24.0,11/13/2016 03:33:00 PM,False
Moving Violation,18.0,12/20/2016 02:09:00 AM,False
Stop Sign,41.0,05/06/2017 06:36:00 PM,False
Window Tint,40.0,08/23/2017 05:58:00 PM,False
Traffic Control Signal,23.0,11/13/2013 12:00:00 AM,False
Defective Lights,30.0,09/20/2014 10:33:00 PM,True
Other,18.0,01/14/2014 01:09:00 AM,True
Display of Plates,22.0,09/18/2017 04:02:00 PM,True
Registration,18.0,04/29/2018 01:05:00 AM,True
Registration,25.0,04/23/2014 11:08:00 PM,False
Speed Related,20.0,12/22/2016 05:44:00 PM,False
Suspended License,60.0,08/16/2014 09:16:00 AM,False
Defective Lights,27.0,12/16/2014 07:53:00 PM,True
Other,40.0,08/26/2017 12:24:00 AM,True
Administrative Offense,18.0,02/27/2017 09:26:00 AM,False
Other,33.0,03/07/2017 02:30:00 AM,False
Display of Plates,27.0,01/31/2018 05:39:00 PM,True
Registration,63.0,03/18/2016 12:59:29 PM,False
Window Tint,30.0,08/15/2014 06:55:00 PM,True
Traffic Control Signal,20.0,09/05/2017 08:10:00 PM,False
Registration,65.0,02/01/2018 01:36:00 PM,False
Other,32.0,08/25/2017 06:57:00 PM,False
Defective Lights,20.0,02/24/2014 10:29:00 AM,False
Speed Related,23.0,04/20/2017 06:29:00 PM,True
Traffic Control Signal,30.0,01/04/2015 05:40:00 PM,True
Registration,24.0,02/19/2015 07:48:00 PM,False
Cell Phone,29.0,02/16/2017 04:40:00 PM,False
Other/Error,34.0,01/19/2015 04:07:00 PM,False
Stop Sign,23.0,06/21/2017 05:04:00 PM,False
Display of Plates,29.0,04/13/2018 07:59:00 PM,False
Window Tint,40.0,10/08/2017 05:00:00 PM,False
Other,46.0,06/07/2016 05:09:38 PM,False
Administrative Offense,27.0,08/09/2016 08:09:00 PM,True
Defective Lights,22.0,12/18/2014 01:44:00 PM,True
Seatbelt,22.0,05/13/2018 05:50:00 PM,False
Moving Violation,36.0,03/30/2015 06:38:00 PM,False
Other,18.0,08/04/2017 12:34:00 AM,True
Moving Violation,55.0,05/16/2016 07:23:30 PM,True
Moving Violation,19.0,01/22/2016 08:50:28 PM,False
Display of Plates,22.0,04/26/2018 09:12:00 PM,False
Registration,44.0,02/19/2017 11:34:00 PM,True
Other,61.0,08/29/2014 06:51:00 PM,True
Moving Violation,40.0,08/29/2014 09:25:00 AM,False
Other,45.0,06/26/2017 09:10:00 AM,False
Moving Violation,26.0,08/03/2016 10:36:09 PM,True
Moving Violation,36.0,01/15/2014 10:32:00 AM,True
Registration,28.0,05/22/2016 07:31:00 PM,False
Moving Violation,30.0,09/30/2016 07:53:18 PM,False
Registration,35.0,12/12/2017 06:31:00 PM,False
Other,23.0,04/25/2018 02:27:00 AM,True
Seatbelt,23.0,09/01/2014 05:03:00 PM,False
Speed Related,31.0,10/20/2017 02:22:00 PM,True
Administrative Offense,52.0,02/20/2018 01:58:00 PM,True
Moving Violation,23.0,05/04/2018 01:47:00 AM,True
Defective Lights,46.0,03/16/2016 12:30:00 AM,False
Speed Related,24.0,01/19/2017 06:41:00 PM,False
Defective Lights,20.0,03/25/2014 12:00:00 AM,True
Traffic Control Signal,22.0,02/25/2018 09:15:00 PM,True
Traffic Control Signal,19.0,01/10/2014 01:41:00 AM,True
Other,27.0,04/22/2016 06:40:00 PM,False
Defective Lights,42.0,03/24/2014 12:00:00 AM,False
Defective Lights,26.0,10/02/2017 01:02:00 AM,False
Stop Sign,30.0,08/29/2014 12:06:00 AM,True
Suspended License,26.0,05/25/2014 10:14:00 AM,False
Administrative Offense,23.0,08/01/2016 10:52:00 PM,False
Other,21.0,04/02/2016 12:24:35 AM,False
Moving Violation,29.0,11/11/2013 05:58:00 PM,True
Speed Related,43.0,07/11/2014 12:41:00 AM,False
Registration,23.0,02/01/2014 12:00:00 AM,True
Defective Lights,21.0,01/21/2017 02:29:00 AM,True
Display of Plates,23.0,08/27/2017 04:12:00 PM,False
Defective Lights,20.0,03/26/2017 12:11:00 AM,True
Defective Lights,19.0,01/21/2018 11:26:00 PM,False
Speed Related,30.0,11/20/2014 10:30:00 AM,False
Window Tint,30.0,11/10/2014 01:54:00 PM,False
Other,72.0,04/13/2018 10:15:00 PM,False
Other,34.0,11/05/2013 11:06:00 AM,True
Registration,29.0,06/24/2017 01:13:00 PM,False
Defective Lights,20.0,02/07/2016 12:43:06 AM,False
Stop Sign,26.0,11/30/2015 04:01:45 PM,True
Display of Plates,27.0,03/11/2014 01:32:00 PM,True
Moving Violation,61.0,11/23/2014 06:07:00 PM,False
Other,32.0,06/10/2014 01:45:00 AM,False
Administrative Offense,60.0,08/04/2017 11:32:00 AM,False
Display of Plates,33.0,10/02/2014 09:24:00 AM,False
Defective Lights,53.0,11/18/2017 04:40:00 PM,False
Window Tint,25.0,08/16/2014 03:42:00 PM,True
Moving Violation,21.0,01/29/2015 11:22:00 AM,False
Other,31.0,05/14/2014 05:48:00 PM,True
Display of Plates,25.0,04/01/2017 09:28:00 AM,False
Other,19.0,10/06/2013 02:36:00 AM,True
Seatbelt,41.0,03/05/2018 11:50:00 AM,False
Equipment Violation,22.0,02/07/2016 02:27:00 PM,True
Administrative Offense,27.0,07/23/2017 02:46:00 PM,False
Moving Violation,27.0,08/29/2016 06:48:15 PM,False
Defective Lights,27.0,11/11/2014 06:48:00 PM,False
Other,26.0,10/27/2017 08:39:00 PM,False
Speed Related,20.0,09/29/2016 10:23:23 PM,True
Registration,31.0,01/29/2018 05:07:00 PM,False
Administrative Offense,18.0,02/27/2018 06:10:00 PM,False
Stop Sign,45.0,03/09/2018 08:53:00 AM,True
Moving Violation,30.0,02/29/2016 01:11:38 AM,False
Cell Phone,32.0,03/05/2018 11:19:00 AM,False
Suspended License,28.0,01/20/2014 12:30:00 AM,False
Stop Sign,30.0,05/08/2018 10:12:00 PM,False
Moving Violation,32.0,12/27/2015 11:53:00 PM,False
Display of Plates,29.0,07/08/2014 01:07:00 AM,False
Moving Violation,41.0,05/06/2017 12:36:00 PM,True
Administrative Offense,22.0,10/15/2016 03:06:00 AM,False
Defective Lights,22.0,11/29/2013 10:11:00 PM,True
Moving Violation,21.0,11/07/2013 07:20:00 PM,True
Other,36.0,06/01/2016 02:32:23 PM,False
Display of Plates,27.0,03/18/2015 05:32:00 PM,False
Administrative Offense,32.0,01/23/2018 08:45:00 PM,False
Other,23.0,11/18/2016 08:29:00 PM,True
Other,35.0,06/01/2014 04:09:00 PM,False
Administrative Offense,23.0,01/27/2017 08:41:00 AM,False
STC Violation,32.0,11/14/2015 06:12:32 AM,False
Defective Lights,29.0,05/05/2018 10:24:00 PM,False
Defective Lights,28.0,09/09/2017 12:47:00 AM,False
Moving Violation,34.0,05/06/2018 02:34:00 AM,True
Defective Lights,24.0,06/14/2017 12:57:00 AM,True
Moving Violation,28.0,09/22/2017 12:30:00 AM,True
Traffic Control Signal,53.0,01/12/2018 02:14:00 AM,False
Moving Violation,24.0,04/26/2016 12:03:00 AM,False
Administrative Offense,33.0,10/14/2017 10:40:00 AM,True
Moving Violation,24.0,05/25/2014 12:44:00 AM,False
Cell Phone,29.0,08/03/2017 03:27:00 PM,False
Moving Violation,31.0,04/08/2016 01:06:53 AM,False
Other/Error,52.0,03/28/2015 10:15:00 AM,False
Display of Plates,19.0,09/29/2016 01:31:44 PM,True
Seatbelt,21.0,03/12/2018 10:21:00 AM,True
Moving Violation,24.0,09/25/2014 12:42:00 AM,False
Moving Violation,22.0,05/19/2014 03:03:00 PM,True
Stop Sign,37.0,01/20/2018 01:57:00 AM,False
Stop Sign,25.0,09/03/2016 05:57:00 PM,False
Registration,28.0,02/12/2018 06:30:00 PM,True
Moving Violation,17.0,11/16/2013 02:06:00 AM,False
Cell Phone,25.0,08/01/2014 05:36:00 PM,False
Display of Plates,23.0,11/19/2015 09:40:10 AM,False
Other,52.0,05/08/2014 05:13:00 PM,False
Registration,45.0,05/27/2017 01:28:00 AM,False
Registration,24.0,08/05/2014 05:34:00 PM,False
Moving Violation,27.0,10/18/2014 01:56:00 AM,True
Other,28.0,08/05/2014 01:04:00 AM,False
Registration,26.0,01/18/2016 02:44:03 PM,False
Moving Violation,25.0,11/04/2014 07:19:00 PM,False
Other/Error,39.0,01/10/2015 09:29:00 PM,True
Defective Lights,23.0,05/09/2014 08:05:00 PM,False
Other,28.0,09/05/2017 07:04:00 AM,False
Cell Phone,22.0,05/24/2017 12:43:00 PM,True
Display of Plates,19.0,02/26/2014 12:00:00 AM,True
Speed Related,30.0,07/13/2016 02:03:00 AM,True
Other,21.0,03/08/2014 12:00:00 AM,False
Registration,20.0,04/20/2018 05:13:00 PM,False
Window Tint,40.0,06/03/2016 09:47:05 AM,False
Stop Sign,16.0,12/31/2016 10:55:00 PM,False
Other,31.0,12/17/2015 12:08:00 AM,True
Window Tint,27.0,02/17/2015 12:42:00 PM,False
Administrative Offense,36.0,03/16/2016 10:53:01 AM,False
Other,22.0,09/23/2017 09:34:00 AM,True
Display of Plates,21.0,02/18/2018 05:42:00 PM,False
Administrative Offense,19.0,03/26/2018 11:38:00 AM,False
Moving Violation,50.0,04/18/2014 10:42:00 PM,False
Window Tint,34.0,04/08/2016 07:12:00 PM,False
Administrative Offense,53.0,08/16/2017 04:45:00 PM,False
Stop Sign,48.0,01/12/2014 10:32:00 PM,True
Cell Phone,19.0,04/24/2017 08:56:00 PM,False
Other,47.0,09/11/2014 03:52:00 PM,True
Administrative Offense,41.0,12/29/2015 09:19:00 PM,False
Defective Lights,21.0,06/14/2017 01:36:00 AM,False
Other/Error,62.0,10/04/2014 12:42:00 AM,False
Other,20.0,01/01/2016 12:11:17 AM,True
Moving Violation,24.0,12/13/2013 05:55:00 PM,False
Defective Lights,20.0,03/16/2014 01:55:00 AM,True
Speed Related,30.0,04/02/2018 09:24:00 PM,True
Window Tint,31.0,01/27/2017 07:49:00 PM,True
Moving Violation,56.0,04/14/2014 08:50:00 PM,False
Other,28.0,12/30/2015 12:08:08 PM,True
Other,31.0,02/15/2014 02:06:00 AM,False
Defective Lights,22.0,02/03/2016 01:13:34 AM,False
Moving Violation,18.0,11/15/2014 02:33:00 AM,True
Administrative Offense,38.0,05/17/2017 06:53:00 AM,False
Speed Related,18.0,03/09/2017 01:13:00 PM,False
Defective Lights,22.0,10/05/2017 02:22:00 AM,True
Defective Lights,56.0,01/14/2018 12:39:00 AM,False
Display of Plates,22.0,11/01/2016 09:13:00 PM,True
Moving Violation,43.0,03/16/2018 11:00:00 PM,False
Speed Related,32.0,08/02/2016 02:18:46 PM,False
Other/Error,25.0,01/05/2015 04:23:00 PM,False
Traffic Control Signal,38.0,10/14/2017 02:39:00 AM,False
Moving Violation,20.0,03/07/2014 04:13:00 PM,False
