adult,Viscera weight,Coarse-grained Hormones,Diameter,Length,Phosphorylation,Ectopic relationships,Height,Whole weight,Shell weight,Sex,Shucked weight
1.0,0.037000000000000005,0.792,0.265,0.345,0.798,0.591,0.09,0.163,0.0485,M,0.0615
1.0,0.2015,0.081,0.415,0.55,0.35,0.559,0.135,0.8095,0.28,I,0.2985
1.0,0.2595,0.566,0.48,0.635,0.336,0.225,0.2,1.3655,0.425,I,0.6255
1.0,0.284,0.293,0.475,0.575,0.502,0.975,0.17,0.9670000000000001,0.275,I,0.3775
1.0,0.145,0.635,0.435,0.545,0.923,0.261,0.15,0.6855,0.225,F,0.2905
1.0,0.0555,0.806,0.305,0.385,0.687,0.069,0.125,0.314,0.08,F,0.146
1.0,0.165,0.315,0.34,0.51,0.179,0.05,0.18,0.7005,0.2,F,0.312
1.0,0.0875,0.948,0.34,0.44,0.764,0.375,0.125,0.4895,0.2,I,0.1735
1.0,0.0865,0.026,0.36,0.45,0.38,0.91,0.125,0.45,0.145,I,0.191
1.0,0.038,0.421,0.3,0.39,0.26,0.184,0.105,0.259,0.085,I,0.0955
1.0,0.079,0.261,0.325,0.425,0.534,0.129,0.135,0.382,0.14,F,0.1465
1.0,0.09,0.747,0.35,0.45,0.066,0.169,0.125,0.4435,0.145,F,0.185
1.0,0.4005,0.705,0.525,0.66,0.002,0.727,0.18,1.6935,0.42,I,0.6025
1.0,0.309,0.965,0.525,0.685,0.593,0.139,0.175,1.71,0.58,F,0.5415
1.0,0.1785,0.718,0.475,0.585,0.103,0.302,0.185,0.8575,0.275,F,0.3465
1.0,0.22,0.688,0.435,0.54,0.515,0.899,0.145,0.97,0.264,I,0.4285
1.0,0.125,0.997,0.39,0.49,0.171,0.668,0.135,0.59,0.1845,F,0.215
1.0,0.085,0.888,0.33,0.43,0.063,0.049,0.095,0.34,0.11199999999999999,M,0.1315
1.0,0.046,0.686,0.365,0.455,0.369,0.148,0.11,0.385,0.1345,F,0.166
1.0,0.098,0.908,0.38,0.495,0.658,0.034,0.145,0.515,0.212,I,0.175
1.0,0.141,0.845,0.38,0.48,0.198,0.93,0.145,0.59,0.23,F,0.23199999999999998
1.0,0.073,0.855,0.4,0.47,0.523,0.061,0.16,0.51,0.198,I,0.1615
1.0,0.0575,0.029,0.32,0.415,0.512,0.231,0.1,0.3005,0.10400000000000001,M,0.1215
1.0,0.1615,0.621,0.385,0.49,0.892,0.176,0.115,0.6829999999999999,0.165,I,0.3265
1.0,0.10800000000000001,0.188,0.375,0.47,0.947,0.743,0.105,0.46799999999999997,0.17,I,0.1665
1.0,0.0645,0.923,0.345,0.445,0.266,0.009,0.13,0.4075,0.18,I,0.1365
1.0,0.1355,0.326,0.38,0.51,0.989,0.017,0.13,0.584,0.185,F,0.22399999999999998
1.0,0.1685,0.117,0.405,0.52,0.599,0.281,0.145,0.8290000000000001,0.205,F,0.3535
1.0,0.11800000000000001,0.752,0.365,0.475,0.684,0.411,0.14,0.4545,0.158,I,0.171
1.0,0.098,0.764,0.36,0.455,0.912,0.197,0.11,0.4385,0.125,F,0.20600000000000002
1.0,0.073,0.555,0.34,0.435,0.91,0.712,0.11,0.40700000000000003,0.13,I,0.1685
0.0,0.0735,0.386,0.3,0.39,0.433,0.158,0.1,0.3085,0.085,I,0.1385
1.0,0.0555,0.856,0.285,0.375,0.641,0.946,0.1,0.239,0.07,I,0.105
0.0,0.023,0.335,0.215,0.285,0.704,0.666,0.075,0.106,0.035,M,0.0415
1.0,0.2165,0.392,0.445,0.58,0.96,0.882,0.17,1.178,0.315,I,0.3935
1.0,0.2345,0.136,0.44,0.58,0.451,0.118,0.175,1.073,0.335,F,0.4005
1.0,0.0735,0.881,0.315,0.41,0.322,0.596,0.095,0.306,0.09,M,0.121
1.0,0.069,0.352,0.3,0.41,0.996,0.1,0.1,0.301,0.09,M,0.124
1.0,0.2075,0.362,0.405,0.54,0.973,0.906,0.15,0.7585,0.19,I,0.307
1.0,0.0365,0.52,0.245,0.33,0.262,0.087,0.085,0.171,0.055,M,0.0655
1.0,0.08199999999999999,0.529,0.31,0.44,0.511,0.234,0.115,0.3625,0.12,I,0.134
0.0,0.02,0.377,0.21,0.28,0.957,0.965,0.065,0.0905,0.03,M,0.035
1.0,0.187,0.546,0.465,0.59,0.981,0.122,0.195,1.0885,0.375,I,0.3685
1.0,0.264,0.098,0.48,0.61,0.921,0.108,0.165,1.097,0.335,I,0.4215
1.0,0.257,0.083,0.46,0.61,0.086,0.984,0.17,1.278,0.37,I,0.41
1.0,0.1065,0.967,0.345,0.455,0.348,0.394,0.125,0.44,0.135,M,0.16899999999999998
1.0,0.034,0.456,0.235,0.33,0.26,0.588,0.09,0.163,0.055,M,0.0615
1.0,0.0905,0.864,0.33,0.44,0.408,0.869,0.135,0.522,0.195,I,0.17
1.0,0.19399999999999998,0.912,0.405,0.54,0.996,0.71,0.155,0.9715,0.29,M,0.3225
1.0,0.1715,0.528,0.375,0.475,0.056,0.368,0.125,0.588,0.155,F,0.237
1.0,0.1805,0.007,0.33,0.46,0.457,0.371,0.15,0.5325,0.125,F,0.2085
0.0,0.031,0.974,0.235,0.31,0.318,0.239,0.09,0.127,0.04,I,0.048
0.0,0.016,0.84,0.19,0.255,0.834,0.311,0.07,0.0815,0.031,I,0.027999999999999997
1.0,0.0345,0.058,0.255,0.335,0.212,0.473,0.075,0.1635,0.057,M,0.0615
1.0,0.026000000000000002,0.236,0.21,0.295,0.914,0.379,0.08,0.1,0.031,I,0.038
0.0,0.005,0.846,0.13,0.19,0.243,0.418,0.045,0.0265,0.009000000000000001,I,0.009000000000000001
1.0,0.2665,0.234,0.435,0.545,0.809,0.066,0.165,0.9955,0.325,M,0.3245
1.0,0.161,0.221,0.4,0.495,0.21,0.875,0.12,0.6605,0.19,M,0.2605
1.0,0.1725,0.63,0.375,0.5,0.363,0.904,0.13,0.721,0.22,M,0.3055
0.0,0.0335,0.256,0.225,0.305,0.351,0.097,0.07,0.1485,0.045,F,0.0585
1.0,0.1455,0.084,0.35,0.475,0.719,0.38,0.115,0.48700000000000004,0.125,F,0.19399999999999998
1.0,0.2535,0.18,0.4,0.515,0.522,0.643,0.125,0.955,0.26,M,0.341
1.0,0.196,0.809,0.41,0.545,0.715,0.658,0.145,0.873,0.31,M,0.3035
1.0,0.4505,0.046,0.535,0.74,0.947,0.304,0.185,1.65,0.335,M,0.7340000000000001
1.0,0.3525,0.238,0.465,0.565,0.179,0.513,0.15,1.1285,0.33,M,0.377
1.0,0.2785,0.547,0.44,0.56,0.496,0.697,0.16,1.1115,0.26,M,0.5035
1.0,0.174,0.821,0.42,0.545,0.296,0.604,0.125,0.9745,0.305,M,0.353
1.0,0.3155,0.198,0.515,0.645,0.065,0.584,0.185,1.4605,0.41,M,0.5835
1.0,0.222,0.121,0.435,0.575,0.64,0.071,0.13,1.0105,0.32,M,0.368
1.0,0.253,0.113,0.48,0.62,0.924,0.668,0.16,1.0765,0.3,M,0.41200000000000003
1.0,0.20199999999999999,0.724,0.45,0.605,0.077,0.844,0.165,1.2225,0.385,F,0.35700000000000004
1.0,0.332,0.92,0.475,0.605,0.37,0.505,0.16,1.6159999999999999,0.34,M,0.5495
1.0,0.1215,0.621,0.375,0.475,0.008,0.303,0.15,0.5589999999999999,0.1945,F,0.1955
1.0,0.0515,0.111,0.285,0.365,0.341,0.425,0.085,0.2205,0.07,M,0.0855
1.0,0.1025,0.366,0.35,0.46,0.163,0.381,0.115,0.44,0.13,F,0.19
1.0,0.2165,0.643,0.43,0.53,0.715,0.215,0.135,0.879,0.25,M,0.28
1.0,0.1405,0.653,0.395,0.48,0.631,0.509,0.15,0.6815,0.2495,M,0.2145
1.0,0.125,0.766,0.345,0.455,0.768,0.246,0.15,0.5795,0.215,M,0.1685
1.0,0.059000000000000004,0.842,0.265,0.35,0.893,0.062,0.11,0.209,0.075,I,0.066
1.0,0.0575,0.434,0.28,0.37,0.923,0.903,0.105,0.22399999999999998,0.075,M,0.0815
0.0,0.0405,0.553,0.25,0.34,0.787,0.801,0.075,0.1765,0.05,I,0.0785
1.0,0.04,0.286,0.28,0.35,0.056,0.216,0.075,0.196,0.064,I,0.08199999999999999
0.0,0.0465,0.119,0.265,0.35,0.265,0.894,0.08,0.192,0.053,I,0.081
0.0,0.05,0.328,0.315,0.39,0.674,0.267,0.09,0.3095,0.09,I,0.147
0.0,0.07200000000000001,0.739,0.31,0.395,0.8,0.777,0.095,0.313,0.09300000000000001,I,0.131
0.0,0.083,0.098,0.31,0.415,0.262,0.36,0.105,0.3595,0.0915,I,0.16699999999999998
0.0,0.0745,0.106,0.32,0.43,0.416,0.624,0.1,0.3855,0.1,I,0.192
1.0,0.106,0.634,0.355,0.48,0.747,0.777,0.115,0.5785,0.184,I,0.25
1.0,0.1235,0.658,0.395,0.49,0.739,0.186,0.12,0.674,0.185,M,0.3325
0.0,0.1005,0.206,0.37,0.49,0.395,0.805,0.105,0.5265,0.14800000000000002,F,0.249
1.0,0.2025,0.355,0.465,0.56,0.196,0.137,0.16,1.0315,0.337,F,0.43200000000000005
0.0,0.182,0.354,0.45,0.56,0.986,0.848,0.14,0.9,0.218,M,0.47200000000000003
1.0,0.221,0.206,0.46,0.58,0.727,0.571,0.15,1.0165,0.265,M,0.491
1.0,0.27,0.131,0.48,0.58,0.368,0.267,0.18,1.2495,0.371,F,0.4945
1.0,0.27899999999999997,0.488,0.47,0.59,0.219,0.185,0.135,1.1685,0.28,M,0.539
1.0,0.214,0.358,0.475,0.595,0.894,0.388,0.165,1.148,0.37,F,0.444
1.0,0.223,0.902,0.475,0.6,0.962,0.498,0.15,1.089,0.292,M,0.5195
1.0,0.2175,0.26,0.47,0.61,0.936,0.946,0.155,1.0325,0.2785,M,0.49700000000000005
1.0,0.254,0.594,0.475,0.63,0.006,0.285,0.15,1.172,0.316,F,0.536
1.0,0.307,0.351,0.51,0.64,0.397,0.804,0.17,1.3715,0.409,M,0.5670000000000001
1.0,0.341,0.418,0.545,0.65,0.992,0.314,0.185,1.5055,0.43,F,0.6565
1.0,0.44,0.515,0.55,0.71,0.675,0.034,0.2,1.9045,0.5,M,0.882
1.0,0.575,0.957,0.605,0.74,0.584,0.823,0.2,2.4925,0.5235,M,1.1455
0.0,0.0185,0.474,0.18,0.25,0.834,0.986,0.065,0.0805,0.0215,I,0.0345
0.0,0.0285,0.424,0.21,0.28,0.617,0.35,0.065,0.111,0.03,I,0.0425
0.0,0.0305,0.246,0.24,0.325,0.446,0.387,0.075,0.152,0.045,I,0.065
0.0,0.049,0.654,0.265,0.35,0.178,0.661,0.095,0.19899999999999998,0.06,I,0.073
0.0,0.0405,0.994,0.27,0.36,0.045,0.912,0.09,0.21899999999999997,0.065,I,0.09699999999999999
0.0,0.0475,0.13,0.27,0.365,0.26,0.944,0.105,0.2155,0.063,I,0.0915
0.0,0.0645,0.442,0.28,0.37,0.559,0.543,0.09,0.2565,0.0645,I,0.1255
0.0,0.062,0.709,0.285,0.375,0.97,0.85,0.09,0.257,0.075,I,0.1045
0.0,0.0655,0.85,0.275,0.38,0.261,0.167,0.095,0.2505,0.075,I,0.0945
1.0,0.049,0.505,0.3,0.395,0.872,0.344,0.09,0.27899999999999997,0.075,I,0.134
0.0,0.0785,0.218,0.335,0.43,0.944,0.699,0.105,0.37799999999999995,0.09,I,0.188
1.0,0.0955,0.905,0.35,0.44,0.029,0.098,0.125,0.456,0.131,I,0.21
0.0,0.11,0.618,0.37,0.465,0.08,0.024,0.1,0.5055,0.14,I,0.23399999999999999
0.0,0.11800000000000001,0.545,0.355,0.465,0.388,0.298,0.115,0.4705,0.126,F,0.1955
1.0,0.1155,0.609,0.37,0.48,0.301,0.496,0.13,0.643,0.135,M,0.349
0.0,0.1075,0.122,0.37,0.485,0.751,0.115,0.1,0.513,0.13,I,0.21899999999999997
1.0,0.1325,0.303,0.4,0.49,0.673,0.143,0.115,0.569,0.145,F,0.256
1.0,0.1305,0.5,0.4,0.495,0.671,0.349,0.145,0.578,0.1645,I,0.2545
1.0,0.10400000000000001,0.01,0.385,0.5,0.33,0.428,0.11,0.596,0.151,I,0.3015
1.0,0.1325,0.571,0.39,0.505,0.677,0.823,0.12,0.5725,0.146,F,0.2555
0.0,0.157,0.491,0.39,0.52,0.024,0.466,0.12,0.6435,0.161,M,0.2885
0.0,0.166,0.401,0.395,0.52,0.868,0.427,0.125,0.8115,0.2,M,0.4035
0.0,0.159,0.914,0.44,0.525,0.048,0.366,0.125,0.7115,0.1915,F,0.3205
1.0,0.195,0.019,0.44,0.55,0.508,0.031,0.155,0.9155,0.25,M,0.3645
1.0,0.1975,0.893,0.44,0.555,0.009,0.632,0.145,0.8815,0.2155,F,0.43
1.0,0.171,0.005,0.42,0.555,0.368,0.466,0.11,0.9309999999999999,0.225,F,0.4445
1.0,0.2145,0.935,0.46,0.575,0.889,0.293,0.165,1.065,0.2815,F,0.4985
1.0,0.2295,0.304,0.475,0.6,0.035,0.744,0.155,1.1385,0.31,M,0.502
1.0,0.23800000000000002,0.446,0.48,0.61,0.424,0.792,0.16,1.234,0.315,F,0.598
1.0,0.315,0.094,0.495,0.61,0.608,0.709,0.175,1.2635,0.3455,F,0.53
1.0,0.23600000000000002,0.454,0.47,0.61,0.488,0.839,0.16,1.0745,0.29,F,0.4925
1.0,0.2925,0.38,0.505,0.615,0.261,0.464,0.19,1.403,0.365,M,0.6715
1.0,0.2505,0.604,0.485,0.62,0.182,0.791,0.165,1.1325,0.2825,M,0.5235
1.0,0.2825,0.035,0.495,0.625,0.098,0.795,0.16,1.1115,0.345,F,0.4495
1.0,0.2415,0.075,0.47,0.625,0.457,0.948,0.17,1.255,0.405,F,0.525
1.0,0.293,0.703,0.485,0.625,0.999,0.666,0.17,1.4369999999999998,0.475,M,0.5855
1.0,0.2985,0.714,0.495,0.635,0.307,0.903,0.155,1.3635,0.295,M,0.583
1.0,0.2345,0.825,0.48,0.64,0.227,0.117,0.195,1.1435,0.353,F,0.4915
1.0,0.3575,0.978,0.5,0.64,0.241,0.99,0.17,1.4545,0.354,M,0.642
1.0,0.381,0.403,0.525,0.66,0.415,0.025,0.18,1.4780000000000002,0.37200000000000005,M,0.5815
1.0,0.40700000000000003,0.827,0.52,0.665,0.308,0.182,0.165,1.6885,0.4265,F,0.7295
1.0,0.4095,0.945,0.585,0.715,0.684,0.77,0.23,2.0725,0.565,F,0.8655
1.0,0.385,0.862,0.565,0.72,0.298,0.629,0.2,1.787,0.529,M,0.718
1.0,0.3595,0.467,0.58,0.725,0.242,0.453,0.185,1.5230000000000001,0.4375,F,0.8045
0.0,0.0045,0.701,0.12,0.165,0.002,0.174,0.05,0.021,0.013999999999999999,I,0.0075
0.0,0.0065,0.47,0.15,0.21,0.043,0.972,0.055,0.0455,0.013000000000000001,I,0.02
0.0,0.0525,0.898,0.265,0.355,0.496,0.538,0.085,0.2435,0.06,I,0.122
0.0,0.0585,0.699,0.315,0.4,0.705,0.839,0.085,0.2675,0.0765,I,0.11599999999999999
0.0,0.059000000000000004,0.622,0.29,0.4,0.484,0.133,0.1,0.258,0.0815,I,0.10400000000000001
0.0,0.071,0.605,0.3,0.4,0.803,0.408,0.11,0.2985,0.075,I,0.1375
0.0,0.0945,0.543,0.335,0.435,0.683,0.099,0.11,0.41100000000000003,0.1,I,0.2025
0.0,0.079,0.745,0.33,0.44,0.983,0.87,0.11,0.38,0.09,I,0.19699999999999998
1.0,0.0925,0.095,0.34,0.45,0.908,0.505,0.105,0.4385,0.12,I,0.21
0.0,0.0345,0.184,0.345,0.465,0.674,0.551,0.105,0.4015,0.109,I,0.242
0.0,0.102,0.129,0.355,0.47,0.342,0.412,0.145,0.4485,0.12300000000000001,I,0.156
0.0,0.084,0.824,0.355,0.47,0.298,0.929,0.115,0.4155,0.139,I,0.16699999999999998
1.0,0.1505,0.902,0.42,0.475,0.017,0.902,0.16,0.7095,0.1845,I,0.35
0.0,0.1335,0.305,0.37,0.485,0.593,0.022,0.115,0.637,0.128,I,0.38
1.0,0.239,0.839,0.475,0.505,0.809,0.026,0.16,1.1155,0.3065,F,0.509
1.0,0.1155,0.986,0.405,0.51,0.43,0.401,0.13,0.599,0.1485,I,0.3065
1.0,0.122,0.23,0.38,0.52,0.409,0.269,0.13,0.5345,0.1535,I,0.2375
1.0,0.1165,0.017,0.42,0.53,0.191,0.853,0.14,0.627,0.183,F,0.2905
1.0,0.1515,0.61,0.42,0.535,0.443,0.016,0.16,0.7465,0.2185,M,0.348
1.0,0.201,0.59,0.44,0.55,0.868,0.054,0.16,0.985,0.27,M,0.4645
1.0,0.1685,0.444,0.44,0.555,0.559,0.333,0.145,0.85,0.23,M,0.4165
1.0,0.146,0.08,0.44,0.555,0.205,0.701,0.15,0.838,0.23,M,0.4155
1.0,0.163,0.915,0.43,0.555,0.891,0.314,0.135,0.812,0.2215,F,0.4055
1.0,0.17,0.367,0.415,0.56,0.868,0.303,0.13,0.7615,0.1955,M,0.3695
1.0,0.2195,0.785,0.44,0.575,0.586,0.412,0.145,0.87,0.225,M,0.3945
1.0,0.242,0.123,0.45,0.585,0.009,0.494,0.145,0.9835,0.22,F,0.4845
1.0,0.24,0.019,0.46,0.59,0.202,0.933,0.145,0.929,0.255,M,0.38
1.0,0.1905,0.431,0.47,0.595,0.298,0.584,0.165,1.0155,0.289,F,0.491
1.0,0.196,0.004,0.41,0.6,0.611,0.771,0.145,0.9390000000000001,0.268,M,0.4475
1.0,0.2635,0.115,0.475,0.6,0.722,0.86,0.16,1.1640000000000001,0.335,M,0.5045
1.0,0.2835,0.489,0.47,0.61,0.445,0.462,0.175,1.214,0.325,M,0.5315
1.0,0.257,0.74,0.49,0.615,0.655,0.307,0.19,1.1345,0.348,F,0.4695
1.0,0.27399999999999997,0.677,0.51,0.62,0.49,0.16,0.18,1.2329999999999999,0.322,F,0.5920000000000001
1.0,0.254,0.993,0.495,0.625,0.424,0.058,0.18,1.0815,0.3135,M,0.4715
1.0,0.258,0.652,0.47,0.625,0.389,0.344,0.175,1.179,0.271,M,0.605
1.0,0.239,0.667,0.5,0.64,0.575,0.066,0.165,1.1635,0.32,F,0.5539999999999999
1.0,0.341,0.881,0.475,0.64,0.541,0.474,0.175,1.1545,0.28800000000000003,F,0.4865
1.0,0.2665,0.428,0.52,0.645,0.6,0.931,0.175,1.3345,0.355,F,0.667
1.0,0.3335,0.198,0.505,0.65,0.387,0.799,0.18,1.469,0.38,M,0.7115
1.0,0.36,0.345,0.52,0.655,0.368,0.213,0.18,1.492,0.355,M,0.7185
1.0,0.402,0.239,0.54,0.655,0.139,0.952,0.175,1.5585,0.385,F,0.7285
1.0,0.2805,0.507,0.5,0.66,0.629,0.665,0.175,1.3275,0.4085,F,0.556
1.0,0.3645,0.837,0.525,0.67,0.433,0.151,0.18,1.6615,0.43,M,0.8005
1.0,0.3905,0.065,0.525,0.69,0.102,0.663,0.19,1.492,0.42,F,0.6425
1.0,0.3965,0.714,0.575,0.7,0.112,0.747,0.2,1.7365,0.461,F,0.7755
1.0,0.3275,0.738,0.56,0.7,0.309,0.895,0.175,1.6605,0.39799999999999996,F,0.8605
1.0,0.4435,0.85,0.57,0.71,0.702,0.717,0.195,1.348,0.4535,M,0.8985
1.0,0.34700000000000003,0.537,0.545,0.715,0.916,0.062,0.18,1.7405,0.449,M,0.871
1.0,0.401,0.791,0.545,0.72,0.433,0.579,0.185,1.7185,0.46799999999999997,F,0.7925
0.0,0.009000000000000001,0.01,0.15,0.215,0.102,0.719,0.055,0.040999999999999995,0.0125,I,0.015
0.0,0.0005,0.163,0.185,0.24,0.68,0.83,0.06,0.0655,0.02,I,0.0295
0.0,0.019,0.581,0.205,0.26,0.22,0.692,0.07,0.09699999999999999,0.0305,I,0.0415
0.0,0.0265,0.607,0.24,0.32,0.548,0.228,0.085,0.131,0.038,I,0.0615
0.0,0.026000000000000002,0.469,0.23,0.33,0.155,0.037,0.085,0.1695,0.0505,I,0.079
0.0,0.03,0.587,0.26,0.335,0.328,0.232,0.085,0.192,0.054000000000000006,I,0.09699999999999999
0.0,0.0355,0.631,0.26,0.35,0.147,0.86,0.09,0.1765,0.0575,I,0.07200000000000001
0.0,0.034,0.747,0.265,0.35,0.672,0.498,0.085,0.1735,0.055999999999999994,I,0.0775
0.0,0.035,0.19,0.265,0.36,0.07,0.003,0.075,0.1785,0.054000000000000006,I,0.0785
0.0,0.037000000000000005,0.009,0.265,0.36,0.057,0.458,0.09,0.2055,0.0585,I,0.096
0.0,0.051,0.086,0.275,0.365,0.664,0.51,0.09,0.2345,0.0625,I,0.10800000000000001
0.0,0.039,0.022,0.285,0.38,0.674,0.727,0.09,0.2305,0.0775,I,0.1005
0.0,0.0595,0.535,0.31,0.4,0.164,0.836,0.115,0.314,0.087,I,0.1545
0.0,0.068,0.903,0.315,0.4,0.459,0.918,0.09,0.33,0.08,I,0.151
1.0,0.0605,0.06,0.265,0.4,0.345,0.626,0.1,0.2775,0.08,I,0.1245
1.0,0.092,0.655,0.325,0.425,0.477,0.857,0.11,0.405,0.1065,I,0.1695
0.0,0.08,0.601,0.325,0.43,0.412,0.559,0.105,0.309,0.098,I,0.11900000000000001
0.0,0.0715,0.028,0.335,0.435,0.812,0.601,0.11,0.4385,0.1315,M,0.2075
1.0,0.081,0.087,0.34,0.435,0.877,0.345,0.12,0.396,0.125,I,0.1775
1.0,0.0785,0.14,0.355,0.445,0.679,0.902,0.095,0.3615,0.12,I,0.1415
1.0,0.1045,0.504,0.35,0.45,0.363,0.09,0.11,0.514,0.14,I,0.253
1.0,0.09,0.071,0.435,0.455,0.98,0.66,0.11,0.4265,0.1205,I,0.195
1.0,0.068,0.936,0.34,0.46,0.297,0.76,0.09,0.384,0.11,I,0.1795
1.0,0.1105,0.253,0.355,0.475,0.569,0.346,0.125,0.4865,0.142,I,0.2155
1.0,0.0925,0.194,0.36,0.475,0.521,0.072,0.135,0.4355,0.125,I,0.196
0.0,0.099,0.626,0.35,0.475,0.44,0.516,0.115,0.498,0.14,I,0.2375
1.0,0.0835,0.311,0.355,0.48,0.056,0.333,0.125,0.494,0.15,I,0.2385
0.0,0.11,0.747,0.37,0.495,0.023,0.579,0.12,0.594,0.1375,F,0.28
1.0,0.10300000000000001,0.199,0.365,0.5,0.059,0.437,0.125,0.528,0.1645,I,0.22899999999999998
1.0,0.11900000000000001,0.817,0.39,0.505,0.873,0.536,0.115,0.5585,0.1535,M,0.2575
1.0,0.1215,0.397,0.4,0.515,0.735,0.482,0.135,0.636,0.1855,I,0.3055
1.0,0.1075,0.369,0.39,0.525,0.514,0.464,0.105,0.5670000000000001,0.16,I,0.2875
1.0,0.1395,0.052,0.405,0.53,0.158,0.077,0.13,0.6615,0.19,I,0.2945
1.0,0.1245,0.808,0.42,0.53,0.252,0.45,0.13,0.6579999999999999,0.198,I,0.29600000000000004
1.0,0.16899999999999998,0.651,0.415,0.535,0.789,0.726,0.135,0.78,0.2365,M,0.3165
1.0,0.1225,0.055,0.41,0.535,0.856,0.664,0.13,0.6075,0.1975,I,0.268
1.0,0.177,0.356,0.41,0.54,0.47,0.101,0.135,0.7025,0.2,I,0.31
1.0,0.187,0.728,0.425,0.55,0.707,0.81,0.155,0.8725,0.2425,I,0.41200000000000003
1.0,0.2455,0.758,0.45,0.565,0.401,0.072,0.175,1.2365,0.308,F,0.5305
1.0,0.2315,0.795,0.47,0.57,0.594,0.25,0.155,1.186,0.27699999999999997,M,0.6355
1.0,0.1505,0.255,0.42,0.57,0.582,0.808,0.13,0.7745,0.2365,I,0.3535
1.0,0.1915,0.473,0.42,0.57,0.606,0.411,0.16,0.8875,0.223,F,0.4315
1.0,0.2095,0.079,0.455,0.575,0.271,0.101,0.155,0.8725,0.285,I,0.349
1.0,0.1715,0.729,0.44,0.575,0.828,0.763,0.125,0.8515,0.1965,I,0.4555
1.0,0.221,0.686,0.475,0.575,0.988,0.437,0.16,0.895,0.271,F,0.3605
1.0,0.21100000000000002,0.071,0.45,0.575,0.414,0.331,0.155,0.8859999999999999,0.2575,M,0.3605
1.0,0.1845,0.603,0.46,0.58,0.035,0.348,0.14,0.9265,0.27,I,0.4135
1.0,0.165,0.116,0.46,0.58,0.698,0.28,0.14,0.8295,0.23800000000000002,I,0.3915
1.0,0.1855,0.517,0.47,0.58,0.422,0.11,0.15,0.907,0.2445,I,0.444
1.0,0.166,0.851,0.47,0.58,0.111,0.995,0.165,1.041,0.27899999999999997,M,0.54
1.0,0.2275,0.035,0.465,0.585,0.757,0.017,0.165,0.9355,0.259,F,0.4035
1.0,0.25,0.348,0.46,0.585,0.058,0.983,0.165,1.058,0.294,F,0.486
1.0,0.1795,0.631,0.465,0.595,0.274,0.506,0.145,0.7955,0.2425,F,0.3425
1.0,0.2245,0.951,0.47,0.6,0.641,0.626,0.17,1.0805,0.3205,F,0.4995
1.0,0.183,0.365,0.47,0.6,0.016,0.214,0.15,0.9279999999999999,0.275,M,0.4225
1.0,0.19,0.712,0.475,0.6,0.779,0.862,0.155,1.0590000000000002,0.39,F,0.441
1.0,0.2235,0.232,0.475,0.6,0.703,0.753,0.23,1.157,0.36,M,0.522
1.0,0.2475,0.882,0.475,0.6,0.266,0.627,0.17,1.088,0.31,F,0.4905
1.0,0.1585,0.266,0.485,0.6,0.909,0.18,0.145,0.7759999999999999,0.239,F,0.3545
1.0,0.221,0.26,0.48,0.62,0.914,0.591,0.165,1.043,0.31,F,0.4835
1.0,0.2145,0.664,0.48,0.625,0.333,0.585,0.16,1.1415,0.29,M,0.5795
1.0,0.2875,0.009,0.475,0.625,0.4,0.994,0.16,1.3335,0.319,F,0.605
1.0,0.302,0.284,0.5,0.625,0.996,0.637,0.175,1.273,0.374,F,0.564
1.0,0.2375,0.412,0.49,0.625,0.828,0.209,0.165,1.1835,0.39,M,0.517
1.0,0.2235,0.251,0.485,0.625,0.432,0.331,0.16,1.2135,0.302,M,0.631
1.0,0.24,0.078,0.465,0.63,0.163,0.259,0.15,1.0315,0.325,I,0.4265
1.0,0.3055,0.399,0.495,0.635,0.763,0.541,0.17,1.3695,0.365,M,0.657
1.0,0.1805,0.094,0.515,0.65,0.636,0.931,0.185,1.3745,0.369,M,0.75
1.0,0.3135,0.91,0.515,0.65,0.857,0.522,0.18,1.463,0.4115,M,0.6579999999999999
1.0,0.3905,0.228,0.52,0.65,0.182,0.185,0.195,1.6275,0.43200000000000005,F,0.6890000000000001
1.0,0.3485,0.048,0.475,0.65,0.065,0.49,0.165,1.3875,0.3095,F,0.58
1.0,0.311,0.738,0.525,0.655,0.443,0.928,0.16,1.46,0.405,M,0.6859999999999999
1.0,0.1255,0.167,0.53,0.655,0.082,0.027,0.165,1.2835,0.4,F,0.583
1.0,0.28800000000000003,0.027,0.5,0.66,0.426,0.383,0.155,1.3765,0.335,F,0.6485
1.0,0.42200000000000004,0.654,0.515,0.66,0.268,0.921,0.2,1.6465,0.401,M,0.7490000000000001
1.0,0.299,0.583,0.515,0.675,0.341,0.207,0.145,1.265,0.325,M,0.6025
1.0,0.38299999999999995,0.305,0.53,0.685,0.034,0.105,0.17,1.56,0.465,M,0.647
1.0,0.3525,0.373,0.52,0.715,0.942,0.285,0.18,1.6,0.445,M,0.708
1.0,0.3645,0.571,0.555,0.735,0.252,0.792,0.22,2.333,0.6195,M,1.2395
0.0,0.008,0.089,0.125,0.175,0.11,0.119,0.04,0.027999999999999997,0.009000000000000001,I,0.0095
1.0,0.0515,0.491,0.285,0.37,0.844,0.238,0.095,0.226,0.0675,I,0.1135
0.0,0.0625,0.574,0.3,0.395,0.628,0.014,0.09,0.2855,0.077,I,0.1385
0.0,0.0755,0.169,0.325,0.42,0.764,0.461,0.11,0.325,0.1025,I,0.1245
