Year,State,Producer Type,Energy Source,"CO2
(Metric Tons)","SO2
(Metric Tons)","NOx
(Metric Tons)"
2014,US-TOTAL,Industrial Non-Cogen,Wood and Wood Derived Fuels,0,4 579,1 633
2014,US-TOTAL,Industrial Cogen,All Sources,105 108 643,512 883,256 800
2014,US-TOTAL,Industrial Cogen,Coal,38 486 119,238 604,50 506
2014,US-TOTAL,Industrial Cogen,Natural Gas,60 632 122,379,109 556
2014,US-TOTAL,Industrial Cogen,Other Biomass,0,929,5 886
2014,US-TOTAL,Industrial Cogen,Other Gases,0,316,15 756
2014,US-TOTAL,Industrial Cogen,Other,820 633,6 099,1 606
2014,US-TOTAL,Industrial Cogen,Petroleum,5 169 769,55 454,9 422
2014,US-TOTAL,Industrial Cogen,Wood and Wood Derived Fuels,0,211 102,64 068
2014,US-TOTAL,Total Electric Power Industry,All Sources,2 168 284 275,3 454 057,2 100 363
2014,US-TOTAL,Total Electric Power Industry,Coal,1 607 178 260,3 108 791,1 418 932
2014,US-TOTAL,Total Electric Power Industry,Geothermal,417 668,0,0
2014,US-TOTAL,Total Electric Power Industry,Natural Gas,514 109 520,2 756,340 940
2014,US-TOTAL,Total Electric Power Industry,Other Biomass,0,1 526,141 729
2014,US-TOTAL,Total Electric Power Industry,Other Gases,0,676,23 180
2014,US-TOTAL,Total Electric Power Industry,Other,14 274 671,19 294,40 014
2014,US-TOTAL,Total Electric Power Industry,Petroleum,32 304 156,103 107,56 789
2014,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,0,217 907,78 779
2014,UT,Electric Utility,All Sources,33 339 871,19 445,48 287
2014,UT,Electric Utility,Coal,30 352 078,19 426,47 527
2014,UT,Electric Utility,Geothermal,7 234,0,0
2014,UT,Electric Utility,Natural Gas,2 963 315,16,743
2014,UT,Electric Utility,Petroleum,17 244,3,17
2014,UT,IPP NAICS-22 Non-Cogen,All Sources,745 103,585,1 431
2014,UT,IPP NAICS-22 Non-Cogen,Coal,493 206,584,282
2014,UT,IPP NAICS-22 Non-Cogen,Geothermal,6 486,0,0
2014,UT,IPP NAICS-22 Non-Cogen,Natural Gas,244 949,1,29
2014,UT,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,1 120
2014,UT,IPP NAICS-22 Non-Cogen,Petroleum,462,0,0
2014,UT,IPP NAICS-22 Cogen,All Sources,50 099,86,252
2014,UT,IPP NAICS-22 Cogen,Natural Gas,65,0,0
2014,UT,IPP NAICS-22 Cogen,Other,50 034,86,252
2014,UT,Commercial Non-Cogen,All Sources,27 238,0,73
2014,UT,Commercial Non-Cogen,Natural Gas,27 238,0,73
2014,UT,Commercial Cogen,All Sources,24 565,0,66
2014,UT,Commercial Cogen,Natural Gas,24 565,0,66
2014,UT,Industrial Cogen,All Sources,1 017 611,1 337,2 452
2014,UT,Industrial Cogen,Coal,521 654,1 332,1 142
2014,UT,Industrial Cogen,Natural Gas,494 960,3,1 305
2014,UT,Industrial Cogen,Petroleum,997,2,5
2014,UT,Total Electric Power Industry,All Sources,35 204 487,21 453,52 561
2014,UT,Total Electric Power Industry,Coal,31 366 938,21 342,48 951
2014,UT,Total Electric Power Industry,Geothermal,13 720,0,0
2014,UT,Total Electric Power Industry,Natural Gas,3 755 092,20,2 216
2014,UT,Total Electric Power Industry,Other Biomass,0,0,1 120
2014,UT,Total Electric Power Industry,Other,50 034,86,252
2014,UT,Total Electric Power Industry,Petroleum,18 703,5,22
2014,VA,Electric Utility,All Sources,24 082 725,27 010,18 704
2014,VA,Electric Utility,Coal,18 231 395,25 222,14 238
2014,VA,Electric Utility,Natural Gas,5 104 577,16,2 508
2014,VA,Electric Utility,Other Biomass,0,0,45
2014,VA,Electric Utility,Petroleum,746 753,1 670,1 047
2014,VA,Electric Utility,Wood and Wood Derived Fuels,0,102,866
2014,VA,IPP NAICS-22 Non-Cogen,All Sources,4 773 720,943,9 223
2014,VA,IPP NAICS-22 Non-Cogen,Coal,974 295,814,607
2014,VA,IPP NAICS-22 Non-Cogen,Natural Gas,3 193 806,10,640
2014,VA,IPP NAICS-22 Non-Cogen,Other Biomass,0,1,6 170
2014,VA,IPP NAICS-22 Non-Cogen,Other,450 769,39,1 272
2014,VA,IPP NAICS-22 Non-Cogen,Petroleum,154 850,42,501
2014,VA,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,37,33
2014,VA,IPP NAICS-22 Cogen,All Sources,1 653 584,2 237,3 093
2014,VA,IPP NAICS-22 Cogen,Coal,1 132 716,2 212,2 429
2014,VA,IPP NAICS-22 Cogen,Natural Gas,485 926,1,571
2014,VA,IPP NAICS-22 Cogen,Petroleum,34 942,24,93
2014,VA,Commercial Non-Cogen,All Sources,139 295,12,317
2014,VA,Commercial Non-Cogen,Other Biomass,0,0,150
2014,VA,Commercial Non-Cogen,Other,139 138,12,164
2014,VA,Commercial Non-Cogen,Petroleum,157,0,3
2014,VA,Commercial Cogen,All Sources,364 621,874,1 787
2014,VA,Commercial Cogen,Coal,81 103,792,179
2014,VA,Commercial Cogen,Natural Gas,10 347,0,25
2014,VA,Commercial Cogen,Other,270 633,80,1 581
2014,VA,Commercial Cogen,Petroleum,2 538,2,2
2014,VA,Industrial Non-Cogen,All Sources,0,0,6
2014,VA,Industrial Non-Cogen,Other Biomass,0,0,6
2014,VA,Industrial Cogen,All Sources,2 719 859,31 104,3 756
2014,VA,Industrial Cogen,Coal,2 087 997,21 748,2 040
2014,VA,Industrial Cogen,Natural Gas,602 445,1,372
2014,VA,Industrial Cogen,Other Biomass,0,38,4
2014,VA,Industrial Cogen,Petroleum,29 417,142,16
2014,VA,Industrial Cogen,Wood and Wood Derived Fuels,0,9 175,1 324
2014,VA,Total Electric Power Industry,All Sources,33 733 804,62 180,36 886
2014,VA,Total Electric Power Industry,Coal,22 507 506,50 788,19 493
2014,VA,Total Electric Power Industry,Natural Gas,9 397 101,28,4 116
2014,VA,Total Electric Power Industry,Other Biomass,0,39,6 375
2014,VA,Total Electric Power Industry,Other,860 540,131,3 017
2014,VA,Total Electric Power Industry,Petroleum,968 657,1 880,1 662
2014,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,9 314,2 223
2014,VT,Electric Utility,All Sources,7 276,10,189
2014,VT,Electric Utility,Natural Gas,1 935,0,1
2014,VT,Electric Utility,Petroleum,5 341,9,43
2014,VT,Electric Utility,Wood and Wood Derived Fuels,0,1,145
2014,VT,IPP NAICS-22 Non-Cogen,All Sources,0,29,441
2014,VT,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,325
2014,VT,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,29,116
2014,VT,Commercial Non-Cogen,All Sources,6 509,23,40
2014,VT,Commercial Non-Cogen,Petroleum,6 509,20,12
2014,VT,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,3,28
2014,VT,Total Electric Power Industry,All Sources,13 785,62,670
2014,VT,Total Electric Power Industry,Natural Gas,1 935,0,1
2014,VT,Total Electric Power Industry,Other Biomass,0,0,325
2014,VT,Total Electric Power Industry,Petroleum,11 850,29,55
2014,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,0,33,289
2014,WA,Electric Utility,All Sources,3 959 716,91,1 352
2014,WA,Electric Utility,Natural Gas,3 954 851,27,717
2014,WA,Electric Utility,Other Biomass,0,1,103
2014,WA,Electric Utility,Petroleum,4 865,4,11
2014,WA,Electric Utility,Wood and Wood Derived Fuels,0,59,521
2014,WA,IPP NAICS-22 Non-Cogen,All Sources,7 563 220,2 958,7 874
2014,WA,IPP NAICS-22 Non-Cogen,Coal,7 177 349,2 754,6 827
2014,WA,IPP NAICS-22 Non-Cogen,Natural Gas,265 660,1,26
2014,WA,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,669
2014,WA,IPP NAICS-22 Non-Cogen,Other,112 627,200,324
2014,WA,IPP NAICS-22 Non-Cogen,Petroleum,7 584,3,28
2014,WA,IPP NAICS-22 Cogen,All Sources,457 920,3,1 483
2014,WA,IPP NAICS-22 Cogen,Natural Gas,457 920,2,1 141
2014,WA,IPP NAICS-22 Cogen,Other Gases,0,1,342
2014,WA,Commercial Non-Cogen,All Sources,282,0,6
2014,WA,Commercial Non-Cogen,Natural Gas,215,0,5
2014,WA,Commercial Non-Cogen,Petroleum,67,0,1
2014,WA,Commercial Cogen,All Sources,78 052,3,517
2014,WA,Commercial Cogen,Natural Gas,76 356,0,174
2014,WA,Commercial Cogen,Other Biomass,0,0,339
2014,WA,Commercial Cogen,Petroleum,1 696,3,4
2014,WA,Industrial Non-Cogen,All Sources,0,0,0
2014,WA,Industrial Non-Cogen,Other,0,0,0
2014,WA,Industrial Cogen,All Sources,425 142,9 385,4 069
2014,WA,Industrial Cogen,Coal,216 410,296,397
2014,WA,Industrial Cogen,Natural Gas,146 859,0,301
2014,WA,Industrial Cogen,Other Biomass,0,51,156
2014,WA,Industrial Cogen,Petroleum,61 873,166,67
2014,WA,Industrial Cogen,Wood and Wood Derived Fuels,0,8 872,3 148
2014,WA,Total Electric Power Industry,All Sources,12 484 332,12 440,15 301
2014,WA,Total Electric Power Industry,Coal,7 393 759,3 050,7 224
2014,WA,Total Electric Power Industry,Natural Gas,4 901 861,30,2 364
2014,WA,Total Electric Power Industry,Other Biomass,0,52,1 267
2014,WA,Total Electric Power Industry,Other Gases,0,1,342
2014,WA,Total Electric Power Industry,Other,112 627,200,324
2014,WA,Total Electric Power Industry,Petroleum,76 085,176,111
2014,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,8 931,3 669
2014,WI,Electric Utility,All Sources,40 280 098,36 379,19 817
2014,WI,Electric Utility,Coal,37 143 860,35 912,18 254
2014,WI,Electric Utility,Natural Gas,2 925 547,17,968
2014,WI,Electric Utility,Other Biomass,0,0,89
2014,WI,Electric Utility,Other,35 394,153,34
2014,WI,Electric Utility,Petroleum,175 297,282,189
2014,WI,Electric Utility,Wood and Wood Derived Fuels,0,15,283
2014,WI,IPP NAICS-22 Non-Cogen,All Sources,43 176,257,4 382
2014,WI,IPP NAICS-22 Non-Cogen,Natural Gas,42 148,0,11
2014,WI,IPP NAICS-22 Non-Cogen,Other Biomass,0,1,4 001
2014,WI,IPP NAICS-22 Non-Cogen,Petroleum,1 028,6,4
2014,WI,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,250,366
2014,WI,IPP NAICS-22 Cogen,All Sources,302 410,2,1 371
2014,WI,IPP NAICS-22 Cogen,Natural Gas,300 843,1,49
2014,WI,IPP NAICS-22 Cogen,Other Biomass,0,0,1 322
2014,WI,IPP NAICS-22 Cogen,Petroleum,1 567,1,0
2014,WI,Commercial Cogen,All Sources,385 717,78,958
2014,WI,Commercial Cogen,Coal,12 099,64,27
2014,WI,Commercial Cogen,Natural Gas,363 306,1,550
2014,WI,Commercial Cogen,Other Biomass,0,0,373
2014,WI,Commercial Cogen,Petroleum,10 312,13,8
2014,WI,Commercial Cogen,Wood and Wood Derived Fuels,0,0,0
2014,WI,Industrial Non-Cogen,All Sources,22,0,0
2014,WI,Industrial Non-Cogen,Petroleum,22,0,0
2014,WI,Industrial Cogen,All Sources,2 748 482,36 988,9 326
2014,WI,Industrial Cogen,Coal,2 101 760,27 207,6 211
2014,WI,Industrial Cogen,Natural Gas,245 595,0,519
2014,WI,Industrial Cogen,Other Biomass,0,102,87
2014,WI,Industrial Cogen,Other,10 435,103,21
2014,WI,Industrial Cogen,Petroleum,390 692,4 805,766
2014,WI,Industrial Cogen,Wood and Wood Derived Fuels,0,4 771,1 722
2014,WI,Total Electric Power Industry,All Sources,43 759 905,73 704,35 854
2014,WI,Total Electric Power Industry,Coal,39 257 719,63 183,24 492
2014,WI,Total Electric Power Industry,Natural Gas,3 877 439,19,2 097
2014,WI,Total Electric Power Industry,Other Biomass,0,103,5 872
2014,WI,Total Electric Power Industry,Other,45 829,256,55
2014,WI,Total Electric Power Industry,Petroleum,578 918,5 107,967
2014,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,0,5 036,2 371
2014,WV,Electric Utility,All Sources,58 484 749,55 008,46 118
2014,WV,Electric Utility,Coal,58 274 455,54 994,46 059
2014,WV,Electric Utility,Natural Gas,111 562,1,35
2014,WV,Electric Utility,Petroleum,98 732,13,24
2014,WV,IPP NAICS-22 Non-Cogen,All Sources,13 444 038,29 049,16 990
2014,WV,IPP NAICS-22 Non-Cogen,Coal,13 164 501,29 042,16 770
2014,WV,IPP NAICS-22 Non-Cogen,Natural Gas,258 679,0,138
2014,WV,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,68
2014,WV,IPP NAICS-22 Non-Cogen,Petroleum,20 858,7,14
2014,WV,IPP NAICS-22 Cogen,All Sources,586 777,932,1 003
2014,WV,IPP NAICS-22 Cogen,Coal,586 369,932,1 002
2014,WV,IPP NAICS-22 Cogen,Natural Gas,408,0,1
2014,WV,Industrial Non-Cogen,All Sources,196 374,1 192,245
2014,WV,Industrial Non-Cogen,Coal,196 311,1 192,245
2014,WV,Industrial Non-Cogen,Natural Gas,63,0,0
2014,WV,Industrial Cogen,All Sources,893 671,6 718,1 863
2014,WV,Industrial Cogen,Coal,893 671,6 718,1 755
2014,WV,Industrial Cogen,Other Gases,0,0,108
2014,WV,Total Electric Power Industry,All Sources,73 605 609,92 899,66 219
2014,WV,Total Electric Power Industry,Coal,73 115 307,92 878,65 831
2014,WV,Total Electric Power Industry,Natural Gas,370 712,1,174
2014,WV,Total Electric Power Industry,Other Biomass,0,0,68
2014,WV,Total Electric Power Industry,Other Gases,0,0,108
2014,WV,Total Electric Power Industry,Petroleum,119 590,20,38
2014,WY,Electric Utility,All Sources,43 648 078,33 356,37 347
2014,WY,Electric Utility,Coal,43 601 756,33 343,37 305
2014,WY,Electric Utility,Natural Gas,16 509,0,25
2014,WY,Electric Utility,Petroleum,29 813,13,17
2014,WY,IPP NAICS-22 Non-Cogen,All Sources,841 515,315,590
2014,WY,IPP NAICS-22 Non-Cogen,Coal,813 755,315,534
2014,WY,IPP NAICS-22 Non-Cogen,Natural Gas,27 760,0,56
2014,WY,Industrial Cogen,All Sources,2 847 165,7 791,7 037
2014,WY,Industrial Cogen,Coal,2 298 440,7 736,3 076
2014,WY,Industrial Cogen,Natural Gas,521 081,2,1 398
2014,WY,Industrial Cogen,Other Gases,0,6,2 491
2014,WY,Industrial Cogen,Other,0,0,45
2014,WY,Industrial Cogen,Petroleum,27 644,47,27
2014,WY,Total Electric Power Industry,All Sources,47 336 758,41 462,44 974
2014,WY,Total Electric Power Industry,Coal,46 713 951,41 394,40 915
2014,WY,Total Electric Power Industry,Natural Gas,565 350,2,1 479
2014,WY,Total Electric Power Industry,Other Gases,0,6,2 491
2014,WY,Total Electric Power Industry,Other,0,0,45
2014,WY,Total Electric Power Industry,Petroleum,57 457,60,44
2015,AK,Electric Utility,All Sources,2 897 476,2 426,16 172
2015,AK,Electric Utility,Coal,732 095,1 261,1 243
2015,AK,Electric Utility,Natural Gas,1 604 300,6,9 608
2015,AK,Electric Utility,Petroleum,561 081,1 159,5 321
2015,AK,IPP NAICS-22 Cogen,All Sources,333 650,535,759
2015,AK,IPP NAICS-22 Cogen,Coal,333 650,535,759
2015,AK,Commercial Non-Cogen,All Sources,76,0,604
2015,AK,Commercial Non-Cogen,Natural Gas,0,0,0
2015,AK,Commercial Non-Cogen,Other Biomass,0,0,602
2015,AK,Commercial Non-Cogen,Petroleum,76,0,2
2015,AK,Commercial Cogen,All Sources,355 621,719,648
2015,AK,Commercial Cogen,Coal,345 371,701,633
2015,AK,Commercial Cogen,Petroleum,10 250,18,15
2015,AK,Industrial Non-Cogen,All Sources,20 909,60,489
2015,AK,Industrial Non-Cogen,Other Biomass,0,25,74
2015,AK,Industrial Non-Cogen,Petroleum,20 909,35,415
2015,AK,Industrial Cogen,All Sources,68 725,37,571
2015,AK,Industrial Cogen,Natural Gas,45 877,0,139
2015,AK,Industrial Cogen,Petroleum,22 848,37,432
2015,AK,Total Electric Power Industry,All Sources,3 676 457,3 777,19 243
2015,AK,Total Electric Power Industry,Coal,1 411 116,2 497,2 635
2015,AK,Total Electric Power Industry,Natural Gas,1 650 177,6,9 747
2015,AK,Total Electric Power Industry,Other Biomass,0,25,676
2015,AK,Total Electric Power Industry,Petroleum,615 164,1 249,6 185
2015,AL,Electric Utility,All Sources,46 508 841,88 611,39 566
2015,AL,Electric Utility,Coal,40 340 619,88 540,34 208
2015,AL,Electric Utility,Natural Gas,6 124 568,30,5 297
2015,AL,Electric Utility,Petroleum,43 654,41,61
2015,AL,IPP NAICS-22 Non-Cogen,All Sources,13 420 363,72,1 652
2015,AL,IPP NAICS-22 Non-Cogen,Natural Gas,13 411 109,70,1 067
2015,AL,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,567
2015,AL,IPP NAICS-22 Non-Cogen,Petroleum,9 254,2,18
2015,AL,IPP NAICS-22 Cogen,All Sources,2 229 003,65,829
2015,AL,IPP NAICS-22 Cogen,Natural Gas,2 229 003,11,352
2015,AL,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,54,477
2015,AL,Industrial Non-Cogen,All Sources,100 390,5,94
2015,AL,Industrial Non-Cogen,Natural Gas,100 390,0,71
2015,AL,Industrial Non-Cogen,Other Gases,0,5,23
2015,AL,Industrial Cogen,All Sources,2 183 195,28 085,9 115
2015,AL,Industrial Cogen,Coal,478 700,2 591,919
2015,AL,Industrial Cogen,Natural Gas,1 630 545,9,2 037
2015,AL,Industrial Cogen,Other Gases,0,2,331
2015,AL,Industrial Cogen,Petroleum,73 950,605,82
2015,AL,Industrial Cogen,Wood and Wood Derived Fuels,0,24 878,5 746
2015,AL,Total Electric Power Industry,All Sources,64 441 792,116 838,51 256
2015,AL,Total Electric Power Industry,Coal,40 819 319,91 131,35 127
2015,AL,Total Electric Power Industry,Natural Gas,23 495 615,120,8 824
2015,AL,Total Electric Power Industry,Other Biomass,0,0,567
2015,AL,Total Electric Power Industry,Other Gases,0,7,354
2015,AL,Total Electric Power Industry,Petroleum,126 858,648,161
2015,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,0,24 932,6 223
2015,AR,Electric Utility,All Sources,19 692 749,38 836,19 527
2015,AR,Electric Utility,Coal,17 760 651,38 768,18 716
2015,AR,Electric Utility,Natural Gas,1 899 528,9,791
2015,AR,Electric Utility,Petroleum,32 570,59,20
2015,AR,IPP NAICS-22 Non-Cogen,All Sources,7 256 615,2 477,2 554
2015,AR,IPP NAICS-22 Non-Cogen,Coal,3 839 105,2 455,1 315
2015,AR,IPP NAICS-22 Non-Cogen,Natural Gas,3 407 715,18,372
2015,AR,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,866
2015,AR,IPP NAICS-22 Non-Cogen,Petroleum,9 795,4,1
2015,AR,IPP NAICS-22 Cogen,All Sources,694 980,13,254
2015,AR,IPP NAICS-22 Cogen,Natural Gas,694 980,3,214
2015,AR,IPP NAICS-22 Cogen,Other Biomass,0,10,40
2015,AR,Commercial Cogen,All Sources,1 623,0,152
2015,AR,Commercial Cogen,Natural Gas,1 623,0,38
2015,AR,Commercial Cogen,Other Biomass,0,0,114
2015,AR,Industrial Cogen,All Sources,941 227,12 668,6 201
2015,AR,Industrial Cogen,Coal,176 471,946,429
2015,AR,Industrial Cogen,Natural Gas,698 583,3,1 622
2015,AR,Industrial Cogen,Other,34 569,369,75
2015,AR,Industrial Cogen,Petroleum,31 604,46,23
2015,AR,Industrial Cogen,Wood and Wood Derived Fuels,0,11 304,4 052
2015,AR,Total Electric Power Industry,All Sources,28 587 194,53 994,28 688
2015,AR,Total Electric Power Industry,Coal,21 776 227,42 169,20 460
2015,AR,Total Electric Power Industry,Natural Gas,6 702 429,33,3 037
2015,AR,Total Electric Power Industry,Other Biomass,0,10,1 020
2015,AR,Total Electric Power Industry,Other,34 569,369,75
2015,AR,Total Electric Power Industry,Petroleum,73 969,109,44
2015,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,0,11 304,4 052
2015,AZ,Electric Utility,All Sources,44 174 041,15 953,39 637
2015,AZ,Electric Utility,Coal,36 410 111,15 894,33 765
2015,AZ,Electric Utility,Natural Gas,7 725 707,41,5 691
2015,AZ,Electric Utility,Other Biomass,0,0,155
2015,AZ,Electric Utility,Petroleum,38 223,18,26
2015,AZ,IPP NAICS-22 Non-Cogen,All Sources,5 945 537,70,3 223
2015,AZ,IPP NAICS-22 Non-Cogen,Natural Gas,5 945 537,43,2 565
2015,AZ,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,550
2015,AZ,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,27,108
2015,AZ,IPP NAICS-22 Cogen,All Sources,13 235,0,30
2015,AZ,IPP NAICS-22 Cogen,Natural Gas,13 235,0,30
2015,AZ,Commercial Non-Cogen,All Sources,66,0,2
2015,AZ,Commercial Non-Cogen,Natural Gas,37,0,1
2015,AZ,Commercial Non-Cogen,Petroleum,29,0,1
2015,AZ,Commercial Cogen,All Sources,68 283,0,187
2015,AZ,Commercial Cogen,Natural Gas,68 283,0,187
2015,AZ,Total Electric Power Industry,All Sources,50 201 162,16 023,43 079
2015,AZ,Total Electric Power Industry,Coal,36 410 111,15 894,33 765
2015,AZ,Total Electric Power Industry,Natural Gas,13 752 799,84,8 474
2015,AZ,Total Electric Power Industry,Other Biomass,0,0,705
2015,AZ,Total Electric Power Industry,Petroleum,38 252,18,27
2015,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,0,27,108
2015,CA,Electric Utility,All Sources,15 332 466,126,6 621
2015,CA,Electric Utility,Geothermal,21 761,0,0
2015,CA,Electric Utility,Natural Gas,15 283 254,78,5 987
2015,CA,Electric Utility,Other Biomass,0,3,134
2015,CA,Electric Utility,Petroleum,27 451,45,500
2015,CA,IPP NAICS-22 Non-Cogen,All Sources,21 483 574,507,15 685
2015,CA,IPP NAICS-22 Non-Cogen,Geothermal,290 843,0,0
2015,CA,IPP NAICS-22 Non-Cogen,Natural Gas,21 003 969,106,5 064
2015,CA,IPP NAICS-22 Non-Cogen,Other Biomass,0,10,9 040
2015,CA,IPP NAICS-22 Non-Cogen,Other,163 236,107,449
2015,CA,IPP NAICS-22 Non-Cogen,Petroleum,25 526,47,139
2015,CA,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,237,993
2015,CA,IPP NAICS-22 Cogen,All Sources,8 127 360,84,14 562
2015,CA,IPP NAICS-22 Cogen,Natural Gas,7 960 036,32,12 458
2015,CA,IPP NAICS-22 Cogen,Other Biomass,0,0,1 699
2015,CA,IPP NAICS-22 Cogen,Other,167 324,17,207
2015,CA,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,35,198
2015,CA,Commercial Non-Cogen,All Sources,23 705,4,2 788
2015,CA,Commercial Non-Cogen,Natural Gas,23 705,0,67
2015,CA,Commercial Non-Cogen,Other Biomass,0,4,2 721
2015,CA,Commercial Cogen,All Sources,1 258 267,4,9 073
2015,CA,Commercial Cogen,Natural Gas,1 257 780,3,4 739
2015,CA,Commercial Cogen,Other Biomass,0,1,4 326
2015,CA,Commercial Cogen,Petroleum,487,0,8
2015,CA,Industrial Non-Cogen,All Sources,255 143,2,1 061
2015,CA,Industrial Non-Cogen,Natural Gas,254 648,1,827
2015,CA,Industrial Non-Cogen,Other Biomass,0,0,101
2015,CA,Industrial Non-Cogen,Other Gases,0,0,129
2015,CA,Industrial Non-Cogen,Petroleum,495,1,4
2015,CA,Industrial Cogen,All Sources,9 000 766,516,22 966
2015,CA,Industrial Cogen,Coal,1 359 426,316,773
2015,CA,Industrial Cogen,Natural Gas,7 616 816,30,19 967
2015,CA,Industrial Cogen,Other Gases,0,6,1 663
2015,CA,Industrial Cogen,Other,0,0,0
2015,CA,Industrial Cogen,Petroleum,24 524,63,26
2015,CA,Industrial Cogen,Wood and Wood Derived Fuels,0,101,537
2015,CA,Total Electric Power Industry,All Sources,55 481 281,1 243,72 756
2015,CA,Total Electric Power Industry,Coal,1 359 426,316,773
2015,CA,Total Electric Power Industry,Geothermal,312 604,0,0
2015,CA,Total Electric Power Industry,Natural Gas,53 400 208,250,49 109
2015,CA,Total Electric Power Industry,Other Biomass,0,18,18 021
2015,CA,Total Electric Power Industry,Other Gases,0,6,1 792
2015,CA,Total Electric Power Industry,Other,330 560,124,656
2015,CA,Total Electric Power Industry,Petroleum,78 483,156,677
2015,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,373,1 728
2015,CO,Electric Utility,All Sources,35 878 673,20 777,32 063
2015,CO,Electric Utility,Coal,31 798 502,20 747,30 356
2015,CO,Electric Utility,Natural Gas,4 070 957,21,1 682
2015,CO,Electric Utility,Petroleum,9 214,9,25
2015,CO,IPP NAICS-22 Non-Cogen,All Sources,1 008 689,5,1 541
2015,CO,IPP NAICS-22 Non-Cogen,Natural Gas,1 008 608,5,838
2015,CO,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,703
2015,CO,IPP NAICS-22 Non-Cogen,Petroleum,81,0,0
2015,CO,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,0,0
2015,CO,IPP NAICS-22 Cogen,All Sources,384 863,704,985
2015,CO,IPP NAICS-22 Cogen,Coal,188 675,703,414
2015,CO,IPP NAICS-22 Cogen,Natural Gas,196 188,1,410
2015,CO,IPP NAICS-22 Cogen,Other Biomass,0,0,161
2015,CO,Commercial Cogen,All Sources,612,0,1
2015,CO,Commercial Cogen,Natural Gas,612,0,1
2015,CO,Commercial Cogen,Petroleum,0,0,0
2015,CO,Industrial Cogen,All Sources,140 463,226,286
2015,CO,Industrial Cogen,Coal,122 616,226,239
2015,CO,Industrial Cogen,Natural Gas,17 830,0,47
2015,CO,Industrial Cogen,Petroleum,17,0,0
2015,CO,Total Electric Power Industry,All Sources,37 413 300,21 712,34 876
2015,CO,Total Electric Power Industry,Coal,32 109 793,21 676,31 009
2015,CO,Total Electric Power Industry,Natural Gas,5 294 195,27,2 978
2015,CO,Total Electric Power Industry,Other Biomass,0,0,864
2015,CO,Total Electric Power Industry,Petroleum,9 312,9,25
2015,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,0,0,0
2015,CT,Electric Utility,All Sources,19 761,8,97
2015,CT,Electric Utility,Natural Gas,14 664,0,0
2015,CT,Electric Utility,Petroleum,5 097,8,97
2015,CT,IPP NAICS-22 Non-Cogen,All Sources,8 225 033,1 244,4 563
2015,CT,IPP NAICS-22 Non-Cogen,Coal,635 298,631,400
2015,CT,IPP NAICS-22 Non-Cogen,Natural Gas,6 405 546,24,912
2015,CT,IPP NAICS-22 Non-Cogen,Other Biomass,0,8,270
2015,CT,IPP NAICS-22 Non-Cogen,Other,868 875,89,2 496
2015,CT,IPP NAICS-22 Non-Cogen,Petroleum,315 314,457,412
2015,CT,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,35,73
2015,CT,IPP NAICS-22 Cogen,All Sources,120 208,2,38
2015,CT,IPP NAICS-22 Cogen,Natural Gas,117 090,0,37
2015,CT,IPP NAICS-22 Cogen,Petroleum,3 118,2,1
2015,CT,Commercial Non-Cogen,All Sources,13 268,19,55
2015,CT,Commercial Non-Cogen,Natural Gas,1 471,0,0
2015,CT,Commercial Non-Cogen,Other,11 318,18,52
2015,CT,Commercial Non-Cogen,Petroleum,479,1,3
2015,CT,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0,0
2015,CT,Commercial Cogen,All Sources,275 227,14,1 066
2015,CT,Commercial Cogen,Natural Gas,267 025,0,1 057
2015,CT,Commercial Cogen,Petroleum,8 202,14,9
2015,CT,Industrial Non-Cogen,All Sources,28 139,0,221
2015,CT,Industrial Non-Cogen,Natural Gas,28 139,0,221
2015,CT,Industrial Cogen,All Sources,367 371,22,862
